state	default.meanRate
2.0E7	0.0012379365251131832
2.002E7	0.0013593526132985223
2.004E7	0.0011489925875283193
2.006E7	9.727260596254697E-4
2.008E7	0.0014585603324100173
2.01E7	0.001489494453135634
2.012E7	0.0011753384234678055
2.014E7	0.0012998698234397152
2.016E7	0.0010688761286541954
2.018E7	0.0013445247958646773
2.02E7	0.0011691242201994415
2.022E7	0.0010732738270207427
2.024E7	0.001371358769683505
2.026E7	0.0010544126617092777
2.028E7	0.0011536155787209641
2.03E7	0.0012580346444195914
2.032E7	0.0013695317059773903
2.034E7	9.81113509563792E-4
2.036E7	0.0012201155061174014
2.038E7	0.0010819841753793944
2.04E7	0.0011778944360896187
2.042E7	0.001267277105177742
2.044E7	0.0014368475651443762
2.046E7	0.0011842884059935317
2.048E7	9.421142175054426E-4
2.05E7	7.885722096453948E-4
2.052E7	0.001097816407402807
2.054E7	8.456356545911237E-4
2.056E7	0.001390043779423721
2.058E7	6.114513755936902E-4
2.06E7	0.0010472104102502524
2.062E7	9.901782616971405E-4
2.064E7	0.0010533232639178744
2.066E7	0.0014734986177445007
2.068E7	8.277138027692805E-4
2.07E7	9.478072061986072E-4
2.072E7	0.0011570954342202244
2.074E7	0.001258758158153622
2.076E7	0.0011984043646123068
2.078E7	9.112271970238116E-4
2.08E7	8.052651537640351E-4
2.082E7	0.0010779045591161373
2.084E7	0.0017296856921975956
2.086E7	0.0011380097984357988
2.088E7	0.0010499912386870544
2.09E7	0.0016580832027584885
2.092E7	0.0010161018872030289
2.094E7	8.388922416393689E-4
2.096E7	8.39692738999831E-4
2.098E7	6.731099180396676E-4
2.1E7	9.237577265691683E-4
2.102E7	0.0010626130598922895
2.104E7	0.0012614156443443408
2.106E7	8.995725641163416E-4
2.108E7	0.001151429593203189
2.11E7	0.0012058085147170386
2.112E7	0.0014788596779502913
2.114E7	8.959390233153E-4
2.116E7	0.001632008165444287
2.118E7	0.0013537315536361703
2.12E7	0.0012865889806271404
2.122E7	6.328867752210158E-4
2.124E7	0.0011878801964690382
2.126E7	0.0010033255542395121
2.128E7	0.001181359537559573
2.13E7	0.0014764906066963431
2.132E7	0.0018753946120589541
2.134E7	0.001147810062326223
2.136E7	0.0015031362910325004
2.138E7	9.455034623077836E-4
2.14E7	0.0012356425057194038
2.142E7	0.0013694767953580274
2.144E7	0.00113252751835446
2.146E7	0.001504548334064521
2.148E7	0.0012891490265521466
2.15E7	0.0014072908446694592
2.152E7	0.001167047049538393
2.154E7	0.0016541596458524179
2.156E7	0.0015249511459101601
2.158E7	9.334931826040638E-4
2.16E7	7.430956526565776E-4
2.162E7	0.0015587871732923653
2.164E7	0.001023849507508338
2.166E7	0.0014578915744439592
2.168E7	0.001172247920429626
2.17E7	0.0014878258885574565
2.172E7	0.0013316788221987854
2.174E7	0.001345387107881349
2.176E7	0.001081927628924848
2.178E7	9.696244930865938E-4
2.18E7	0.001315900852333385
2.182E7	0.001209888468711452
2.184E7	0.00121369079000295
2.186E7	0.0010166286567750901
2.188E7	0.0016584283219547341
2.19E7	7.104737419384313E-4
2.192E7	0.0012146451749713357
2.194E7	6.590903208158201E-4
2.196E7	6.326019903753845E-4
2.198E7	8.235425315037486E-4
2.2E7	0.0011972201967900987
2.202E7	8.523065962526236E-4
2.204E7	0.0011512779273885642
2.206E7	0.0011474908760432249
2.208E7	0.0011236804657671687
2.21E7	0.0010016260772190983
2.212E7	0.001149179667288656
2.214E7	0.0013040923022764712
2.216E7	0.001087278512305768
2.218E7	0.0012451978573328765
2.22E7	0.0010613841630829157
2.222E7	8.066006234319298E-4
2.224E7	0.0015062511176988356
2.226E7	0.0012928491231380419
2.228E7	0.0010892672694363865
2.23E7	0.001575155495174327
2.232E7	0.0012853696364250316
2.234E7	0.0010705323937367601
2.236E7	0.0011636017263310732
2.238E7	7.637195467584101E-4
2.24E7	5.729321480301375E-4
2.242E7	9.142358931724797E-4
2.244E7	0.0010261331248837256
2.246E7	0.0013528785466882785
2.248E7	7.898879859893423E-4
2.25E7	0.0014708616260043904
2.252E7	0.0010267830487206571
2.254E7	0.001215081200865328
2.256E7	0.0014973048482906117
2.258E7	0.001637130728352077
2.26E7	0.0019215157790273118
2.262E7	0.0013937691878975844
2.264E7	0.0013993459323498798
2.266E7	0.0017367902322379491
2.268E7	0.0013252097645260585
2.27E7	9.896638124243491E-4
2.272E7	0.0013232877616696814
2.274E7	0.0011346705225230935
2.276E7	0.0010338188902870018
2.278E7	0.0014362039699028642
2.28E7	0.0012399851863808544
2.282E7	0.0014568960903992073
2.284E7	0.0011088914086724159
2.286E7	0.0010851146715833602
2.288E7	0.0011981346075687488
2.29E7	9.81245759817347E-4
2.292E7	0.0013434949223855958
2.294E7	8.600393315710415E-4
2.296E7	0.001114377399198572
2.298E7	9.928829430075807E-4
2.3E7	0.0011035516973502567
2.302E7	0.0012742671063173555
2.304E7	0.0016865147225342885
2.306E7	9.293365026631892E-4
2.308E7	0.0014366502672815973
2.31E7	0.0018729963767296375
2.312E7	0.001367149913753108
2.314E7	9.143773655943083E-4
2.316E7	9.266947427279844E-4
2.318E7	0.001489924456040181
2.32E7	0.0015807873702992055
2.322E7	0.001244509468767306
2.324E7	0.0011023802136528001
2.326E7	9.103768016432095E-4
2.328E7	0.0013729212442942004
2.33E7	0.0012708101556510947
2.332E7	0.0014047778439161764
2.334E7	0.0015020074027169506
2.336E7	9.324177170475011E-4
2.338E7	0.00104596081295808
2.34E7	0.0013799650250459188
2.342E7	0.001034363260449381
2.344E7	0.001232071346794704
2.346E7	0.001088814179467625
2.348E7	0.0010988999697408666
2.35E7	8.595850636555362E-4
2.352E7	0.001101875661131919
