state	default.meanRate
2.0E7	6.555189736909911E-4
2.002E7	9.037321367591964E-4
2.004E7	7.812665914927838E-4
2.006E7	8.083942161906E-4
2.008E7	0.0010566697608495003
2.01E7	8.379265031302383E-4
2.012E7	0.0011336077638099224
2.014E7	9.668977674432077E-4
2.016E7	9.271903036879876E-4
2.018E7	7.956233063566875E-4
2.02E7	4.057877195144319E-4
2.022E7	7.378449303880693E-4
2.024E7	6.852492706373887E-4
2.026E7	7.15795493582219E-4
2.028E7	5.057229137869567E-4
2.03E7	6.188302724572799E-4
2.032E7	4.7989534987919125E-4
2.034E7	8.767774778588713E-4
2.036E7	7.040291386308722E-4
2.038E7	8.252057023703438E-4
2.04E7	6.495079393357933E-4
2.042E7	4.336152007883063E-4
2.044E7	4.827937252927966E-4
2.046E7	5.69251864556283E-4
2.048E7	9.192066758697796E-4
2.05E7	7.641572481214304E-4
2.052E7	4.901534238417733E-4
2.054E7	6.543238540079431E-4
2.056E7	5.036325845973736E-4
2.058E7	6.636697533081818E-4
2.06E7	7.922605595529207E-4
2.062E7	8.148569248201263E-4
2.064E7	7.095559169519015E-4
2.066E7	5.507238420096802E-4
2.068E7	4.699096731735913E-4
2.07E7	7.164583751940298E-4
2.072E7	7.487335843490137E-4
2.074E7	7.125369785635278E-4
2.076E7	6.367045934263048E-4
2.078E7	3.3893174983409553E-4
2.08E7	8.704690583545557E-4
2.082E7	7.207969463946385E-4
2.084E7	5.525476536776344E-4
2.086E7	7.957088737050841E-4
2.088E7	6.511427230713981E-4
2.09E7	6.616502184156594E-4
2.092E7	8.625868831252198E-4
2.094E7	0.0010138785638411057
2.096E7	9.39984322018197E-4
2.098E7	8.00712304004167E-4
2.1E7	8.759466196244503E-4
2.102E7	6.428082913620681E-4
2.104E7	5.393807711415778E-4
2.106E7	6.276873226231602E-4
2.108E7	6.826117274648278E-4
2.11E7	9.106336226830345E-4
2.112E7	8.725415464749998E-4
2.114E7	7.887913738226837E-4
2.116E7	8.816006888288831E-4
2.118E7	0.0010826959191237212
2.12E7	0.0011244014054608098
2.122E7	8.468192345277452E-4
2.124E7	6.423459695038998E-4
2.126E7	4.7284372219141217E-4
2.128E7	4.402727568591991E-4
2.13E7	4.917683402487201E-4
2.132E7	7.223831063549119E-4
2.134E7	6.71500861560628E-4
2.136E7	5.528385788619581E-4
2.138E7	7.193098042857542E-4
2.14E7	7.597045529249217E-4
2.142E7	6.439648734919905E-4
2.144E7	6.747844175724665E-4
2.146E7	6.068956446776027E-4
2.148E7	5.273038105514243E-4
2.15E7	5.488585125483348E-4
2.152E7	6.563394385725189E-4
2.154E7	7.008273803512803E-4
2.156E7	5.180222870995237E-4
2.158E7	6.133477936361512E-4
2.16E7	8.533019821980873E-4
2.162E7	7.62761841024547E-4
2.164E7	6.792460164165025E-4
2.166E7	6.737613014928219E-4
2.168E7	0.0010317921933324426
2.17E7	8.063261789932665E-4
2.172E7	7.595265037812533E-4
2.174E7	4.944337884820562E-4
2.176E7	6.161123403546688E-4
2.178E7	0.0010010344589618063
2.18E7	6.383945252184847E-4
2.182E7	6.738623039361936E-4
2.184E7	4.085961476108534E-4
2.186E7	6.297079268477856E-4
2.188E7	6.029035904025706E-4
2.19E7	7.63240602487577E-4
