,d,S.E.
1,n/c,n/c
2,0.00646465,0.00134492
3,0.003367,0.00151924
4,0.00210999,0.00082058
7,0.00746004,0.00088803
5,0.00107744,0.00054736
8,0.003367,0.00155228
9,0.01071004,0.0012069
10,0.0040404,0.00163105
14,0.00593042,0.00078472
15,n/c,n/c
16,0.00397627,0.00099518
11,n/c,n/c
18,0.01661055,0.00268929
12,0.00044893,0.00046239
19,0.00327722,0.00093463
13,0.0006734,0.0006716
17,n/c,n/c
21,0.01616162,0.00328813
23,0.003367,0.00148401
24,0.00538721,0.00177452
20,0.0047138,0.00180319
6,n/c,n/c
25,0.00455249,0.0005992
26,n/c,n/c
27,0.00466615,0.00064766
28,0.00955388,0.00102103
29,0.00152637,0.0007107
31,0.0040404,0.00163721
32,0.00628507,0.00171817
22,0.00606469,0.00199721
33,0.00513885,0.00077892
34,0.0026936,0.00111916
35,0.0040404,0.00167255
36,0.00534623,0.00073079
37,0.0071317,0.0008665
38,0.00599006,0.00060397
39,n/c,n/c
40,0.00538721,0.00158195
42,0.00424518,0.00069813
41,0,0
43,n/c,n/c
44,0.0026936,0.00131578
45,0.00529515,0.0007362
30,0.00498316,0.00121287
46,0.00374635,0.00074245
47,0.00585341,0.0007473
48,n/c,n/c
49,0.00546763,0.00069181
50,0.00538721,0.00156133
51,0.00314254,0.00119522
52,0.01391695,0.00240492
53,0.00332109,0.00070848
54,0.00092951,0.00033639
55,0.00562771,0.00114697
58,0.0013468,0.00075733
59,0.00456039,0.0007631
60,0.00359147,0.00128039
61,0.00739527,0.00094543
62,0.00216875,0.00061277
63,0.00246272,0.00051026
64,0.00203263,0.00053559
65,0.001813,0.00047541
66,0.00313296,0.00059182
67,0.00327843,0.00072743
69,0.00089787,0.00063618
71,0.00224467,0.00098878
72,0.00308504,0.00061369
73,0.00390227,0.00064657
74,0.0029413,0.00059658
75,0.0003367,0.00034797
76,0.00107744,0.0006494
77,0.00089787,0.00064209
78,0.00022447,0.00021076
79,n/c,n/c
80,0.00349883,0.000579
81,0.00034963,0.00022065
82,0.00131687,0.00044875
84,0.00378953,0.00063249
85,0.0006734,0.0004879
86,0.00095068,0.00043768
87,0.00210397,0.00054427
88,0.00095926,0.00029785
90,n/c,n/c
91,n/c,n/c
92,0.001702,0.00049926
93,0.00192172,0.00053988
94,0.0006734,0.00049114
95,0,0
96,0.00077543,0.00040217
97,0.00245902,0.00053732
98,0.00216611,0.00054558
89,0.0010101,0.00054871
99,n/c,n/c
100,0.0014874,0.00050369
102,0.00179574,0.00093627
104,0.00258137,0.00075035
83,0.00622094,0.0012333
106,0,0
108,0.00026936,0.00026416
109,0.0026936,0.00110511
110,0,0
111,0.0003367,0.00033718
112,0.00119332,0.00038047
113,0.00633576,0.00087397
114,0,0
115,0.00044893,0.00045041
116,0.00586743,0.00067341
117,0.0006734,0.00065666
118,n/c,n/c
119,0.00553535,0.00092966
120,0.00460201,0.00084351
121,0,0
123,n/c,n/c
70,n/c,n/c
124,n/c,n/c
125,0.0020202,0.00115337
127,0.0020202,0.00124909
103,0.00121853,0.00057183
128,0.00062815,0.00023835
129,0.0013468,0.00093412
130,0,0
131,0.0013468,0.00096748
132,n/c,n/c
133,n/c,n/c
134,0.0006734,0.00065015
135,0.0020202,0.00082606
136,n/c,n/c
137,0.00673401,0.0020988
139,0.00419446,0.00082539
56,0.003367,0.00155514
140,0.0040404,0.00134179
126,0.0020202,0.0011571
107,n/c,n/c
141,0.00293188,0.00053842
142,0.01010101,0.00259269
144,0.00314254,0.00117955
145,0.0020202,0.00112033
146,0.00853413,0.00203231
148,0.0003848,0.00026951
149,0.0004826,0.00025634
57,0,0
151,0,0
152,0.0006734,0.00069915
153,n/c,n/c
154,0,0
155,0.00144131,0.00037403
156,0.00342417,0.00051176
122,0.0040404,0.00162868
138,0.0020202,0.00115779
157,n/c,n/c
158,0.00067385,0.00070005
159,n/c,n/c
143,0.00763187,0.00183119
101,n/c,n/c
160,0.0003367,0.00034741
161,0.00875421,0.00243005
162,0.0040404,0.00166036
163,n/c,n/c
164,0,0
165,0.0023569,0.00091051
68,0.00179574,0.00089261
167,n/c,n/c
168,0.0020202,0.0011334
105,0.00417508,0.0011256
169,0.0006734,0.00064672
170,n/c,n/c
171,0.00538721,0.00185204
150,0.00606061,0.00196801
172,0.00022447,0.00021707
173,0.00398983,0.00079636
174,0.0026936,0.00132935
175,0.00156325,0.0005759
176,0.0013468,0.00081681
177,0,0
180,0.00044893,0.00046804
181,0.00044893,0.00046648
182,0.0013468,0.00094625
183,0.00193125,0.00050926
184,0.00357326,0.00050454
185,0.00022447,0.00021957
186,0.00044893,0.00045271
187,0.00040404,0.00040814
188,0.00229647,0.0005879
189,0,0
190,n/c,n/c
191,0,0
192,0.00109384,0.00039067
166,n/c,n/c
193,0,0
195,0.00314254,0.0011693
178,n/c,n/c
196,0.0013468,0.00077708
197,0.00606061,0.00203874
198,0.01818182,0.00337307
199,0.00180778,0.00041147
200,0.00808081,0.00195699
201,0.0047138,0.00182479
194,n/c,n/c
202,n/c,n/c
203,0.00180375,0.00067683
147,n/c,n/c
205,0.00302496,0.00054412
206,0.00026936,0.00026127
207,0.00314254,0.00115314
208,0.0047138,0.00184025
209,n/c,n/c
204,n/c,n/c
179,0.0006734,0.00067836
210,0.00718294,0.0018098
211,n/c,n/c
212,0,0
213,0,0
214,n/c,n/c
215,0.00026936,0.00027355
216,0.0010101,0.00058811
218,0.0013468,0.0009467
219,0.0006734,0.00067906
220,n/c,n/c
221,n/c,n/c
222,0,0
217,n/c,n/c
223,n/c,n/c
224,0.000518,0.00024304
225,0,0
