
     d           S.E.
1    n/c         n/c         
2     0.00835658  0.00113352
3     0.00746004  0.00088134
4     0.01071004  0.00121240
5     0.00752712  0.00125051
8     0.00836197  0.00090572
10    0.00634493  0.00111939
9     0.01661055  0.00257952
12    0.00508792  0.00100342
6     0.00538721  0.00192831
14    0.00455249  0.00055471
15    0.00466615  0.00063157
16    0.00955388  0.00102442
17    0.00510152  0.00095545
7     0.00404040  0.00170327
11    0.00628507  0.00162876
19    0.00513885  0.00078071
20    0.00444444  0.00116942
23    0.00534623  0.00074253
24    0.00713170  0.00089573
25    0.00599006  0.00062184
26    0.00310172  0.00067422
27    0.00424518  0.00067700
28    0.00371974  0.00097415
21    0.00565657  0.00128079
31    0.00529515  0.00072647
33    0.00374635  0.00068789
36    0.00585341  0.00078041
22   n/c         n/c         
37    0.00546763  0.00067378
38    0.00314254  0.00117264
40    0.01391695  0.00249083
32    0.00258511  0.00058476
41    0.00712212  0.00099330
39    0.00134680  0.00075019
44    0.00456039  0.00074478
45    0.00606061  0.00141677
47    0.00739527  0.00093982
18    0.00216875  0.00058521
48    0.00246272  0.00048944
50    0.00284142  0.00069353
52    0.00181300  0.00047568
54    0.00313296  0.00061189
57    0.00534565  0.00084878
60    0.00269360  0.00085972
64    0.00282828  0.00096466
66    0.00308504  0.00061026
65    0.00390227  0.00068194
67    0.00294130  0.00057229
29    0.00197580  0.00067646
69    0.00349883  0.00056655
70    0.00034963  0.00022128
71    0.00378953  0.00063284
72    0.00067340  0.00046914
68    0.00251517  0.00063908
75    0.00269814  0.00066107
30    0.00246914  0.00074892
46    0.00192172  0.00051687
73    0.00067340  0.00048164
77    0.00245902  0.00057058
51    0.00216611  0.00052366
42    0.00406081  0.00101004
43    0.00608988  0.00097769
13    0.00258137  0.00076708
78    0.00500241  0.00106744
34    0.00067340  0.00040773
74    0.00033670  0.00035084
80    0.00119332  0.00036840
81    0.00633576  0.00088904
49    0.00053872  0.00036343
53    0.00044893  0.00046781
82    0.00586743  0.00072088
76    0.00729440  0.00095042
83    0.00460201  0.00083760
84    0.00498316  0.00120779
61   n/c         n/c         
86    0.00430976  0.00118343
87    0.00107280  0.00039247
89    0.00161780  0.00081888
62   n/c         n/c         
63    0.00067340  0.00071078
91    0.00487414  0.00113498
94    0.01279461  0.00196949
96    0.00471744  0.00121964
98    0.00293188  0.00054098
35    0.00462402  0.00105246
101   0.01320251  0.00196736
95    0.00230019  0.00048098
103   0.00000000  0.00000000
92    0.00213327  0.00098305
106   0.00144131  0.00038223
107   0.00342417  0.00052593
108   0.00819304  0.00179344
109  n/c         n/c         
104   0.00190797  0.00089134
99    0.00355406  0.00087324
100   0.00523295  0.00094366
88    0.00156325  0.00060292
110   0.00134680  0.00077916
58    0.00553685  0.00096925
111   0.00193125  0.00052464
112   0.00357326  0.00050647
55    0.00074822  0.00043329
102   0.00229647  0.00058210
59    0.00000000  0.00000000
113   0.00127198  0.00057185
116   0.00109384  0.00037636
114   0.00386083  0.00089020
56    0.00134680  0.00081986
105   0.00606061  0.00201728
93    0.01818182  0.00331176
117   0.00180778  0.00039942
85    0.00808081  0.00190648
90    0.00471380  0.00176198
79    0.00700949  0.00107056
118   0.00302496  0.00056894
119   0.00089787  0.00045302
120   0.00314254  0.00122840
97    0.00471380  0.00182169
121   0.00718294  0.00177747
122   0.00000000  0.00000000
115   0.00102613  0.00051821
123   0.00051800  0.00023159
124   0.00000000  0.00000000
