state	age(root)
2.0E7	2007.3198846938399
2.002E7	2007.3807065807541
2.004E7	2007.6457627003185
2.006E7	2007.6915342288676
2.008E7	2007.4900123286511
2.01E7	2007.611672906008
2.012E7	2007.471305356899
2.014E7	2006.9596589588534
2.016E7	2007.1557056067393
2.018E7	2006.3990923831636
2.02E7	2006.0460041780593
2.022E7	2003.96281197345
2.024E7	2002.8264615055593
2.026E7	2002.2103758986605
2.028E7	2005.4224972149907
2.03E7	2007.051579393017
2.032E7	2006.391728763985
2.034E7	2000.8657527539724
2.036E7	2003.0473458426761
2.038E7	2006.2053076524032
2.04E7	2006.0815324350644
2.042E7	2007.2839798588604
2.044E7	2005.554437044219
2.046E7	2006.803159841906
2.048E7	2006.8990764465711
2.05E7	2007.2273523483757
2.052E7	2007.0554681374924
2.054E7	2007.2123032899533
2.056E7	2007.0863207729203
2.058E7	2006.742211801183
2.06E7	2007.0102044351838
2.062E7	2007.109693684008
2.064E7	2006.2817361424914
2.066E7	2006.6688105652634
2.068E7	2005.8650429587033
2.07E7	2006.0390186535262
2.072E7	2004.1216173138803
2.074E7	2005.5125873991437
2.076E7	2005.9332529661003
2.078E7	2007.0576837009721
2.08E7	2006.5056295267632
2.082E7	2005.1222545081546
2.084E7	2006.9314022281712
2.086E7	2006.6780314758955
2.088E7	2007.111575847009
2.09E7	2007.6277004142983
2.092E7	2007.2218007921742
2.094E7	2007.7356977863808
2.096E7	2007.1586442343453
2.098E7	2007.672372964751
2.1E7	2007.6307641756705
2.102E7	2007.116459139223
2.104E7	2007.1185998507844
2.106E7	2007.2914217171085
2.108E7	2007.33885927837
2.11E7	2006.5491116749058
2.112E7	2007.4837580283838
2.114E7	2007.3361489876618
2.116E7	2007.7908251371712
2.118E7	2007.5650726802091
2.12E7	2004.4723684430996
2.122E7	2007.1989067266502
2.124E7	2007.6967690480155
2.126E7	2007.7942411659583
2.128E7	2007.7754660797236
2.13E7	2007.82668814038
2.132E7	2007.863442063736
2.134E7	2007.8013146855221
2.136E7	2007.8057817013434
2.138E7	2007.5964043200695
2.14E7	2007.0849661026912
2.142E7	2007.801914934944
2.144E7	2007.5154504594996
2.146E7	2007.4435163933622
2.148E7	2007.7864748696104
2.15E7	2007.0430927144976
2.152E7	2006.6976396221423
2.154E7	2006.7020917829984
2.156E7	2006.6354525356196
2.158E7	2006.720075491965
2.16E7	2006.9374750760244
2.162E7	2006.8752115531267
2.164E7	2005.726310058945
2.166E7	2004.7399807861145
2.168E7	2006.6481551877528
2.17E7	2005.503043272781
2.172E7	2005.0434769166827
2.174E7	2006.1476905250504
2.176E7	2005.7777284853528
2.178E7	2005.0436570926706
2.18E7	2007.615918048364
2.182E7	2007.1643170196849
2.184E7	2007.2372067299573
2.186E7	2007.7695595190905
2.188E7	2007.6931615966746
2.19E7	2007.662560350665
2.192E7	2007.6595349366862
2.194E7	2007.6780349810751
2.196E7	2007.4846357853278
2.198E7	2006.781287900587
2.2E7	2006.8185009913564
2.202E7	2005.9180013354098
2.204E7	2006.572478491915
2.206E7	2005.9803963037825
2.208E7	2007.363399105694
2.21E7	2007.1565626621446
2.212E7	2007.7377091517278
2.214E7	2007.7274800384391
2.216E7	2007.7378763581974
2.218E7	2007.7979974387492
2.22E7	2007.7415320670484
2.222E7	2007.475602482876
2.224E7	2007.5920897261087
2.226E7	2007.654692400712
2.228E7	2007.8652917613108
2.23E7	2007.8892674347453
2.232E7	2007.8713169290452
2.234E7	2007.8898209249965
2.236E7	2007.7755821913074
2.238E7	2007.8415200144118
2.24E7	2007.7793428991852
2.242E7	2007.8550469755385
2.244E7	2007.6530560525105
2.246E7	2007.477129617929
2.248E7	2006.928061640386
2.25E7	2005.4323912697128
2.252E7	2007.052505027058
2.254E7	2006.6765143330726
2.256E7	2007.0418386993497
2.258E7	2006.793571518451
2.26E7	2006.0729602475442
2.262E7	2006.1806303392198
2.264E7	2001.329467486091
2.266E7	2005.4535963756011
2.268E7	2006.8152411098463
2.27E7	2006.9442430138683
2.272E7	2007.3823267509429
2.274E7	2007.4694719824547
2.276E7	2007.0163971241138
2.278E7	2004.8570972053722
2.28E7	2005.6511157944892
2.282E7	2005.2708927665738
2.284E7	2004.7067085196584
2.286E7	2006.0610544509636
2.288E7	2005.4984287449433
2.29E7	2006.811029436123
2.292E7	2005.2422569469961
2.294E7	2006.185198248175
2.296E7	2006.9015099992353
2.298E7	2006.0442396778824
2.3E7	2004.816361426874
2.302E7	2006.9592019796955
2.304E7	2007.4194640829878
2.306E7	2006.0786030761492
2.308E7	2003.96486462613
2.31E7	2003.242496031752
2.312E7	2006.358063422432
2.314E7	2006.1748509970657
2.316E7	2006.2778859791708
2.318E7	2004.8060338304267
2.32E7	2005.024169701076
2.322E7	2006.1296216411417
2.324E7	2006.1557113123965
2.326E7	2005.9773295628574
2.328E7	1999.5740125078175
2.33E7	2005.5274112826262
2.332E7	2004.9290186311396
2.334E7	2005.498818693602
2.336E7	2005.695798886795
2.338E7	2006.3267175750923
2.34E7	2006.741293041475
2.342E7	2006.52806345771
2.344E7	2004.6466032770945
2.346E7	2003.718333025666
2.348E7	2004.4567921112616
2.35E7	2005.4151624870528
2.352E7	2006.7456695340632
2.354E7	2004.94995586923
2.356E7	2006.4620561383158
2.358E7	2006.257288327363
2.36E7	2002.29680734379
2.362E7	2005.3556450722517
2.364E7	2002.8067824066309
2.366E7	2000.4506035110567
2.368E7	2005.8596629207152
2.37E7	2006.5786696204598
2.372E7	2004.486838839421
2.374E7	2005.316172682078
2.376E7	2004.8983995514461
2.378E7	2004.9902685509478
2.38E7	2005.4706336033655
2.382E7	2005.8861070324087
2.384E7	2002.2409678366644
2.386E7	2005.9448739878983
2.388E7	2005.6635985544497
2.39E7	2005.7178163963936
2.392E7	2005.3921662866744
2.394E7	2006.2316296942402
2.396E7	2005.306863508852
2.398E7	2006.3325115246046
2.4E7	2005.5055526221165
2.402E7	2006.2977269774615
2.404E7	2005.7109643531603
2.406E7	2005.4602508180785
2.408E7	2005.195770791839
2.41E7	2005.9722331050798
2.412E7	2006.5849135116684
2.414E7	2006.0128114688866
2.416E7	2006.1836713526693
2.418E7	2005.936228901709
2.42E7	2006.5583207088346
2.422E7	2006.4082779029188
2.424E7	2006.259825012687
2.426E7	2006.1809387874332
2.428E7	2006.4649950221872
2.43E7	2005.7173586283818
2.432E7	2005.9633615881478
2.434E7	2002.4810707653112
2.436E7	2003.882141198346
2.438E7	2006.4406975935553
2.44E7	2006.031055165708
2.442E7	2007.1233499791897
2.444E7	2006.5963654547168
2.446E7	2004.4241164892035
2.448E7	2004.3257586219027
2.45E7	2005.1233057597892
2.452E7	2006.857406865018
2.454E7	2003.0713862982348
2.456E7	2005.5196412447956
2.458E7	2003.064940126919
2.46E7	2005.6904425955659
2.462E7	2005.1495494865562
2.464E7	2004.9572453999826
2.466E7	2006.26454934019
2.468E7	2006.4130570742057
2.47E7	2006.3275923672838
2.472E7	2006.2821685446963
2.474E7	2005.386797132304
2.476E7	2005.60128959131
2.478E7	2006.113405164149
2.48E7	2005.5541567198572
2.482E7	2006.134386031419
2.484E7	2006.135654066459
2.486E7	2004.2700673514294
2.488E7	2006.8515882490788
2.49E7	2006.7106963999186
2.492E7	2005.3699480357834
2.494E7	2005.4132395500396
2.496E7	2006.9589126881056
2.498E7	2005.4734735128416
2.5E7	2005.1300815053353
2.502E7	2006.1608693958397
2.504E7	2006.234888733769
2.506E7	2004.8276869258834
2.508E7	2004.9345699232877
2.51E7	2005.2097699508995
2.512E7	2005.2714387212477
2.514E7	2004.9717125056345
2.516E7	2003.2924623615406
2.518E7	2006.73037291782
2.52E7	2005.6987456833294
2.522E7	2006.6753131206424
2.524E7	2005.8387430634475
2.526E7	2005.3285077614491
2.528E7	2005.7491025807499
2.53E7	2004.2391584143636
2.532E7	2006.7800622551424
2.534E7	2006.6557314346367
2.536E7	2007.25198317681
2.538E7	2006.3991649132658
2.54E7	2007.0320291224814
2.542E7	2006.1593653940643
2.544E7	2005.5539454958962
2.546E7	2006.1766236256417
2.548E7	2006.8194123420608
2.55E7	2007.4665525296339
2.552E7	2007.0232679954795
2.554E7	2006.5029728285847
