state	age(root)
2.0E7	2004.3450203674358
2.002E7	2005.3731539389375
2.004E7	2005.6376851641792
2.006E7	2005.875135158852
2.008E7	2005.8909684813764
2.01E7	2005.1786249498664
2.012E7	2002.5705852294393
2.014E7	2005.0962186428662
2.016E7	2004.5501663857538
2.018E7	2005.067566742458
2.02E7	2005.9996205385883
2.022E7	2004.5868478120294
2.024E7	2004.416797005695
2.026E7	2005.9284071752597
2.028E7	2004.9554939865207
2.03E7	2005.380171327938
2.032E7	2005.6155141918669
2.034E7	2006.1336165406053
2.036E7	2005.3419233824975
2.038E7	2006.0122911404071
2.04E7	2001.545842642141
2.042E7	2003.6868325582352
2.044E7	2002.5729351315151
2.046E7	2004.5648190938514
2.048E7	2001.4312191338463
2.05E7	2004.4235234164314
2.052E7	2005.9978820265098
2.054E7	2003.5608726316889
2.056E7	2005.5105940143621
2.058E7	2004.8555790398539
2.06E7	2005.4136428223196
2.062E7	2002.7992092549803
2.064E7	2005.9619739369532
2.066E7	2006.0908082743042
2.068E7	2004.302682476272
2.07E7	2002.1569763380808
2.072E7	2004.2109165244458
2.074E7	2002.6409386666592
2.076E7	2005.5147141470645
2.078E7	2005.265103233389
2.08E7	2005.6205874217358
2.082E7	2005.4723612754065
2.084E7	2005.863797694153
2.086E7	2005.4637024033075
2.088E7	2005.5110157188055
2.09E7	2005.903147164343
2.092E7	2005.2404593182296
2.094E7	2004.9320679682353
2.096E7	2003.8122246677135
2.098E7	2000.1253081959328
2.1E7	2004.5379382191147
2.102E7	2005.5640559710246
2.104E7	2004.6421044012513
2.106E7	2003.4286278259176
2.108E7	2001.5693360728987
2.11E7	2002.81600634978
2.112E7	2004.5313422830786
2.114E7	2003.9783770366928
2.116E7	2003.825933509321
2.118E7	2005.0161094431508
2.12E7	2004.8341374488687
2.122E7	2006.626138947146
2.124E7	2005.8068041540514
2.126E7	2004.666071606971
2.128E7	2003.8460074432421
2.13E7	2004.8847051719727
2.132E7	2006.4142885871545
2.134E7	2005.1741207306384
2.136E7	2004.1603980703933
2.138E7	2000.6651324547422
2.14E7	2001.7697159304937
2.142E7	2002.8684926821566
2.144E7	2004.5908041438056
2.146E7	2000.0654479617056
2.148E7	1998.2709107247592
2.15E7	2004.936731349276
2.152E7	2003.5722819444748
2.154E7	2004.6620147872418
2.156E7	2000.636086890845
2.158E7	2001.2674144853002
2.16E7	2002.6699660050551
2.162E7	2004.9013999604883
2.164E7	2005.2164864319534
2.166E7	2005.2539518281985
2.168E7	2004.2199937347734
2.17E7	2003.4417629681896
2.172E7	1999.7844054694624
2.174E7	2005.7709661915894
2.176E7	2004.0536616509787
2.178E7	1999.1076424639605
2.18E7	2003.7458920813908
2.182E7	2002.2370852388683
2.184E7	2001.861094972466
2.186E7	2003.428122159043
2.188E7	2005.3029473804536
2.19E7	2005.2648554844359
2.192E7	2001.089568754857
2.194E7	2002.9207241164177
2.196E7	2005.0499146225693
2.198E7	1998.1001974619298
2.2E7	1999.8038757624
2.202E7	2001.2138705512575
2.204E7	2001.9359252141708
2.206E7	2002.8634975542122
2.208E7	2005.7157634745383
2.21E7	2004.5340404738802
2.212E7	2003.671532659906
2.214E7	2000.144532659441
2.216E7	2000.0188439189146
2.218E7	2003.2315913052219
2.22E7	1997.2241347060653
2.222E7	2004.4780532707464
2.224E7	2003.7102901247342
2.226E7	2005.0636261982154
2.228E7	2004.4702932909745
2.23E7	2005.3812075064027
2.232E7	2005.3531582707355
2.234E7	2005.4328076821316
2.236E7	2004.9007132623915
2.238E7	1986.894866641702
2.24E7	1998.7813960832523
2.242E7	2005.0326468110613
2.244E7	2004.7711309908645
2.246E7	2003.9120352049993
2.248E7	2000.1173057627127
2.25E7	1998.572475167526
2.252E7	2004.365960267297
2.254E7	2005.0483449257058
2.256E7	2003.5906544469635
2.258E7	2005.3269423835031
2.26E7	2004.4095599920201
2.262E7	2004.3913270990727
2.264E7	2003.287475313982
2.266E7	2001.9200028054495
2.268E7	2005.832744194707
2.27E7	2005.0655321611946
2.272E7	2005.9738468059843
2.274E7	2002.616272925166
2.276E7	2005.0725431250025
2.278E7	2002.8208520727578
2.28E7	2004.8741066415223
2.282E7	2005.0272324250777
2.284E7	2006.057814571233
2.286E7	2005.4127566272152
2.288E7	2005.8769736942284
2.29E7	2005.802716220301
2.292E7	2004.1318812936652
2.294E7	2004.9932627857454
2.296E7	2002.3994936964953
2.298E7	2002.9100002514176
2.3E7	2004.664694242148
2.302E7	2005.23989711834
2.304E7	1999.858620518077
2.306E7	2003.6201573603437
2.308E7	2005.9054667481971
2.31E7	2006.5501588026127
2.312E7	2005.0238321168833
2.314E7	2005.3459837197095
2.316E7	2005.9788005098876
2.318E7	2004.0604073442248
2.32E7	2006.2680037980008
2.322E7	2005.4483861254907
2.324E7	2005.3366778356115
2.326E7	2005.123608353568
2.328E7	2005.4484074113477
2.33E7	2002.6451513814873
2.332E7	2006.3783961222255
2.334E7	2005.640628105489
2.336E7	2005.6378928799038
2.338E7	2005.9428648832766
2.34E7	2004.4413731357242
2.342E7	2005.7452250908618
2.344E7	2005.2858381321423
2.346E7	2004.5249565388328
2.348E7	2004.9299631057668
2.35E7	1998.6535579349181
2.352E7	2000.3393576159476
2.354E7	1998.9802681822953
2.356E7	2002.6560285371602
2.358E7	2003.5125241916153
2.36E7	2003.7794832173688
2.362E7	2001.5860204568476
2.364E7	2000.9725508927454
2.366E7	2003.6432979907388
2.368E7	2003.8663794448007
2.37E7	2000.3295056073196
2.372E7	1999.2931596011204
2.374E7	1948.0631156126688
2.376E7	2003.129599798936
2.378E7	2002.292231129595
2.38E7	2005.168004022615
2.382E7	2006.1223863413734
2.384E7	2001.5546393083575
2.386E7	2005.4436504133541
2.388E7	2004.5123859483742
2.39E7	2005.0460653361138
2.392E7	2002.864684955058
2.394E7	2004.5199685464524
