state	age(root)
2.0E7	1984.828479061556
2.002E7	1984.8301023825175
2.004E7	1984.953239786837
2.006E7	1984.813419382296
2.008E7	1984.6173177146375
2.01E7	1984.494595901159
2.012E7	1984.9531279620437
2.014E7	1984.766005221648
2.016E7	1984.9864718550982
2.018E7	1984.768785024704
2.02E7	1984.8527667338547
2.022E7	1984.888373606043
2.024E7	1984.9131833640565
2.026E7	1984.581765968716
2.028E7	1984.6514766933656
2.03E7	1984.9177625901384
2.032E7	1984.9957806075408
2.034E7	1984.921542200472
2.036E7	1984.9902071883007
2.038E7	1984.7131742965096
2.04E7	1984.97742507075
2.042E7	1984.9880717157735
2.044E7	1984.853818605832
2.046E7	1984.3331699396406
2.048E7	1984.9092531387653
2.05E7	1984.440769302942
2.052E7	1984.7254713037094
2.054E7	1984.0930030785885
2.056E7	1984.8824416501511
2.058E7	1984.9083187710003
2.06E7	1984.8800395172523
2.062E7	1984.6794741819378
2.064E7	1983.1956145100266
2.066E7	1984.9963029459195
2.068E7	1984.619317163175
2.07E7	1984.1690571822094
2.072E7	1984.6637326268083
2.074E7	1984.776218898569
2.076E7	1984.975362476613
2.078E7	1984.9500388345343
2.08E7	1984.706887024611
2.082E7	1984.6099408699736
2.084E7	1984.9874573333068
2.086E7	1984.6818255845271
2.088E7	1983.2047603291614
2.09E7	1984.8239946329606
2.092E7	1984.408194750798
2.094E7	1984.9716141826302
2.096E7	1984.9584225833494
2.098E7	1984.4362012915203
2.1E7	1984.880533885777
2.102E7	1983.4961415042649
2.104E7	1984.730761632169
2.106E7	1984.9356738789734
2.108E7	1984.94350327735
2.11E7	1984.9349509890264
2.112E7	1984.8957945643308
2.114E7	1983.7056371561011
2.116E7	1984.1088235737873
2.118E7	1984.8685626738186
2.12E7	1984.6613773070358
2.122E7	1984.866097644434
2.124E7	1984.8867775176757
2.126E7	1983.262072948593
2.128E7	1981.797532108957
2.13E7	1984.893194121477
2.132E7	1984.7832701854754
2.134E7	1984.1531367858825
2.136E7	1984.2832224015772
2.138E7	1984.0532606116906
2.14E7	1984.2439821223848
2.142E7	1984.9721412234098
2.144E7	1984.9889612200732
2.146E7	1982.0023506570012
2.148E7	1984.4453582469555
2.15E7	1983.450633284623
2.152E7	1984.9246236981505
2.154E7	1984.8758952349435
2.156E7	1984.9286852105415
2.158E7	1984.416852345186
2.16E7	1984.9551961517282
2.162E7	1984.9146020826117
2.164E7	1984.4737284325904
2.166E7	1984.7373812014307
2.168E7	1984.923115217732
2.17E7	1982.8563251430394
2.172E7	1984.808586254806
2.174E7	1984.7324520097573
2.176E7	1984.472363234907
2.178E7	1984.9212729089293
2.18E7	1984.7694166194237
2.182E7	1984.994709323999
2.184E7	1984.2966297398937
2.186E7	1984.5799977152544
2.188E7	1984.9984918627874
2.19E7	1984.9048980176572
2.192E7	1984.9296603739501
2.194E7	1984.762081039967
2.196E7	1984.9615833180305
2.198E7	1984.7706837167157
2.2E7	1984.8580487723357
2.202E7	1984.5614488265273
2.204E7	1984.1784387303844
2.206E7	1984.092256854324
2.208E7	1984.9098069461186
2.21E7	1984.2129161997595
2.212E7	1984.9602123405875
2.214E7	1984.872313225433
2.216E7	1984.9851298773567
2.218E7	1984.8481855333537
2.22E7	1984.6621583894866
2.222E7	1984.6964979775096
2.224E7	1984.5137717186835
2.226E7	1984.8819008713867
2.228E7	1980.9923971407802
2.23E7	1984.6614726975683
2.232E7	1984.6569308053008
2.234E7	1984.442991890299
2.236E7	1984.7581422823246
2.238E7	1984.9872459142205
2.24E7	1984.8327774249462
2.242E7	1984.993000147636
2.244E7	1984.957910795993
2.246E7	1984.9685085067722
2.248E7	1984.275873686569
2.25E7	1984.6883094190766
2.252E7	1982.5859382220829
2.254E7	1984.7859446886741
2.256E7	1984.960513180778
2.258E7	1984.7569200068685
2.26E7	1984.9942073721547
2.262E7	1984.5867968390114
2.264E7	1984.7143304327874
2.266E7	1984.96970923887
2.268E7	1984.9608911305922
2.27E7	1983.8693429655714
2.272E7	1984.0570961530432
2.274E7	1984.895896783699
2.276E7	1982.5585255423969
2.278E7	1984.623885210214
2.28E7	1984.9022399719763
2.282E7	1984.2706571228134
2.284E7	1984.8281568844134
2.286E7	1984.7857454426273
2.288E7	1984.3622776687946
2.29E7	1984.8320357574655
2.292E7	1983.631139331808
2.294E7	1984.925816886213
2.296E7	1984.6887485842276
2.298E7	1984.5835416524508
2.3E7	1984.6009323391115
2.302E7	1984.7189782292912
2.304E7	1984.9644111829784
2.306E7	1983.9396049406703
2.308E7	1984.739671366139
2.31E7	1984.9616083952835
2.312E7	1984.9866941316775
2.314E7	1981.7184519070024
2.316E7	1984.3998448088619
2.318E7	1984.81359245183
2.32E7	1984.7991302080209
2.322E7	1984.8518688137922
2.324E7	1982.9479135435993
2.326E7	1984.8063541351976
2.328E7	1984.8437318334986
2.33E7	1984.8823335526838
2.332E7	1984.9928866631224
2.334E7	1984.6341514095775
2.336E7	1984.7006764494056
2.338E7	1984.6411625386716
2.34E7	1984.2550016759321
2.342E7	1984.8515586828485
2.344E7	1984.610777764767
2.346E7	1984.7380072050685
2.348E7	1984.8004528527879
2.35E7	1984.2807963636874
2.352E7	1984.754104724179
2.354E7	1984.580595610708
2.356E7	1984.5361452279442
2.358E7	1984.8325189362592
2.36E7	1984.4566482946093
2.362E7	1984.953938697372
2.364E7	1984.487107879799
2.366E7	1984.7598183965258
2.368E7	1984.8268302513907
2.37E7	1984.8254054519468
2.372E7	1984.9472873672069
2.374E7	1984.962201623753
2.376E7	1984.9334292471387
2.378E7	1984.938437514724
2.38E7	1984.8574818571753
2.382E7	1984.9162073192394
2.384E7	1984.981199203609
2.386E7	1984.9462858630707
2.388E7	1984.8683476797132
2.39E7	1984.9816214862592
2.392E7	1984.0134716479743
2.394E7	1984.7011230258402
2.396E7	1984.8153936768604
2.398E7	1984.899811490286
2.4E7	1984.9773163290868
2.402E7	1984.8158155812046
2.404E7	1984.9338114383024
2.406E7	1984.984914321984
2.408E7	1984.9280025465398
2.41E7	1983.5771219103715
2.412E7	1984.9100406630778
2.414E7	1984.327285701663
2.416E7	1984.9035282385823
2.418E7	1984.9367229799045
2.42E7	1984.5581221319328
2.422E7	1984.9290279794907
2.424E7	1984.7975128145322
2.426E7	1984.9598975702327
2.428E7	1984.4229741009865
2.43E7	1984.6797891534466
2.432E7	1984.8695891315276
2.434E7	1984.7985278984822
2.436E7	1984.6293425438566
2.438E7	1984.8866422946846
2.44E7	1984.9211484482391
2.442E7	1984.9096045387116
2.444E7	1984.9169935925806
2.446E7	1984.979657911617
2.448E7	1984.272726544043
2.45E7	1984.6529857406238
2.452E7	1984.25231887363
2.454E7	1984.6562679662582
2.456E7	1984.9138454923882
2.458E7	1984.980906838465
2.46E7	1984.793151239474
2.462E7	1984.22068853329
2.464E7	1984.895552145748
2.466E7	1984.943375973587
2.468E7	1984.3996559929037
2.47E7	1984.6065008796675
2.472E7	1984.9498935947272
2.474E7	1983.5490199027868
2.476E7	1984.7116994062123
2.478E7	1984.108401725356
2.48E7	1984.8208551717194
2.482E7	1983.8959484971394
2.484E7	1984.8368053553743
2.486E7	1984.7658040481795
2.488E7	1984.8061336392564
2.49E7	1984.3863887108018
2.492E7	1984.837749504868
2.494E7	1984.754915743068
2.496E7	1984.9723737726238
2.498E7	1984.840506308411
2.5E7	1984.9983980473442
2.502E7	1984.9893105809042
2.504E7	1984.8088273123863
2.506E7	1984.793168061879
2.508E7	1983.4088978365542
2.51E7	1984.551229929643
2.512E7	1984.6338241943663
2.514E7	1984.771539845487
2.516E7	1984.9171602982178
2.518E7	1984.6053835900861
2.52E7	1984.349390902478
2.522E7	1984.4911944001842
2.524E7	1983.9110440297625
2.526E7	1984.0616384284376
2.528E7	1984.2900217077006
2.53E7	1984.7142073281314
2.532E7	1983.297620816702
2.534E7	1982.1326445532286
2.536E7	1984.7713828912824
2.538E7	1984.528112244716
2.54E7	1984.8941971045301
2.542E7	1984.89524492129
2.544E7	1984.7127703737135
2.546E7	1984.9261441315816
2.548E7	1984.8462881070216
2.55E7	1983.6827019944851
2.552E7	1982.198550888119
2.554E7	1984.6979203284739
2.556E7	1984.9642646690374
2.558E7	1984.4077593480636
2.56E7	1984.7604338349518
2.562E7	1981.715123904771
2.564E7	1984.4967525985924
2.566E7	1984.976692120677
2.568E7	1984.6340521719048
2.57E7	1984.4987084470436
2.572E7	1984.8712487556281
2.574E7	1984.7932922304792
2.576E7	1984.1322360363727
2.578E7	1983.5594517415293
2.58E7	1983.8140121540973
2.582E7	1984.995227447017
2.584E7	1984.883429682766
2.586E7	1984.9933238200306
2.588E7	1984.4015068845426
2.59E7	1983.879503700158
2.592E7	1984.297131908416
2.594E7	1984.621785775171
2.596E7	1983.2015718804405
2.598E7	1983.638400981089
2.6E7	1984.4148945802772
2.602E7	1984.8668712195345
2.604E7	1984.9136273886243
2.606E7	1984.8860003398017
2.608E7	1984.8788006807983
2.61E7	1983.5016057120085
2.612E7	1984.4042174820856
2.614E7	1984.7738063090803
2.616E7	1984.8689894797071
2.618E7	1984.4588292900817
2.62E7	1984.5766929047786
2.622E7	1984.5119580871292
2.624E7	1984.6714601731253
2.626E7	1984.8040195263156
2.628E7	1984.9942291219236
2.63E7	1983.3721143474486
2.632E7	1984.7849192980345
2.634E7	1984.43564928046
2.636E7	1984.9726132927522
2.638E7	1983.7867782557644
2.64E7	1984.9230507261675
2.642E7	1984.0757053502014
2.644E7	1984.7548790929982
2.646E7	1984.6191321496183
2.648E7	1982.9254463816021
2.65E7	1984.6257620695155
2.652E7	1983.070356985013
2.654E7	1984.8121224291078
2.656E7	1984.9418828462572
2.658E7	1983.4283792747153
2.66E7	1984.9736501279997
2.662E7	1982.7935454633102
2.664E7	1984.9253868473668
2.666E7	1984.991834032013
2.668E7	1981.3927194666583
2.67E7	1984.8261173155972
2.672E7	1984.9176794861273
2.674E7	1984.121101236306
2.676E7	1983.3373363700036
2.678E7	1984.949890463748
2.68E7	1984.5608174667038
2.682E7	1984.4355966184335
2.684E7	1984.9030695005722
2.686E7	1984.4728840277276
2.688E7	1984.5717896659796
2.69E7	1984.8270039085605
2.692E7	1984.675936195128
2.694E7	1984.9735860506664
2.696E7	1984.2623408275858
2.698E7	1983.0781161783666
2.7E7	1983.4478651964262
2.702E7	1984.6409280339292
2.704E7	1984.7171378635132
2.706E7	1984.5337775806188
2.708E7	1984.977333537939
2.71E7	1983.1442357342935
2.712E7	1984.4208729653515
2.714E7	1984.4609631338049
2.716E7	1984.673206431612
2.718E7	1983.0484428571806
2.72E7	1984.885617379515
2.722E7	1984.9789302759846
2.724E7	1984.2346014811926
2.726E7	1984.8265105324194
2.728E7	1984.6794018853661
2.73E7	1984.6677470962643
2.732E7	1984.6754389754328
2.734E7	1983.311270556089
2.736E7	1983.9226955226993
2.738E7	1983.8128790884982
2.74E7	1984.9138025892792
2.742E7	1983.5095866614656
2.744E7	1983.622835983261
2.746E7	1984.5039571242194
2.748E7	1982.5205279099769
2.75E7	1984.5941469558866
2.752E7	1984.889361518825
2.754E7	1983.4959524541691
2.756E7	1983.1001390829672
2.758E7	1983.8189669924561
2.76E7	1983.3780169362901
2.762E7	1984.6753894633355
2.764E7	1983.1195846454298
2.766E7	1982.9319253261826
2.768E7	1984.3480484139052
2.77E7	1984.7753057941998
2.772E7	1984.8206177227519
2.774E7	1980.9267589611886
2.776E7	1984.8691497943362
2.778E7	1982.3448933166985
2.78E7	1983.6907839732605
2.782E7	1984.1108839540727
2.784E7	1984.863537692412
