state	age(root)
2.0E7	1967.6193121751678
2.002E7	1966.654432941414
2.004E7	1970.002516414405
2.006E7	1970.290994315484
2.008E7	1965.1616929465981
2.01E7	1969.258452384308
2.012E7	1957.87009173722
2.014E7	1968.37339870364
2.016E7	1970.1395388366077
2.018E7	1964.2534282334623
2.02E7	1970.3218218556415
2.022E7	1969.089249546347
2.024E7	1965.9561979009304
2.026E7	1966.1670460216455
2.028E7	1967.6381151252592
2.03E7	1968.541758156399
2.032E7	1968.5059634449713
2.034E7	1955.6482466842438
2.036E7	1967.8959766489636
2.038E7	1963.5529366647697
2.04E7	1966.9041585921586
2.042E7	1968.4333056681144
2.044E7	1967.6294489327609
2.046E7	1966.5544185266267
2.048E7	1964.7308630865464
2.05E7	1965.659972006429
2.052E7	1971.4146186659452
2.054E7	1965.6353534693596
2.056E7	1964.9321445652313
2.058E7	1966.454700713314
2.06E7	1966.6446254897703
2.062E7	1960.1097954021334
2.064E7	1959.654372656464
2.066E7	1961.9221897859443
2.068E7	1969.7149587344843
2.07E7	1969.6271733515866
2.072E7	1965.654962172674
2.074E7	1968.599765948069
2.076E7	1965.042184628326
2.078E7	1969.7480246208554
2.08E7	1971.6081061691493
2.082E7	1971.5089745755013
2.084E7	1963.4213089480688
2.086E7	1963.3924564986237
2.088E7	1969.6670939507635
2.09E7	1968.3972224713616
2.092E7	1969.4210180281855
2.094E7	1968.544472229076
2.096E7	1969.3729526769528
2.098E7	1970.8336015948612
2.1E7	1968.8627772089874
2.102E7	1969.4403851173781
2.104E7	1967.4454004107054
2.106E7	1969.373915986506
2.108E7	1964.1512654804565
2.11E7	1968.7783369350093
2.112E7	1968.526960494704
2.114E7	1968.3642071700128
2.116E7	1969.1069087910123
2.118E7	1967.8345426485794
2.12E7	1967.5133607247496
2.122E7	1966.264805598156
2.124E7	1966.0561034788632
2.126E7	1969.5270116279512
2.128E7	1971.9322945428225
2.13E7	1966.0308921006128
2.132E7	1968.4367082930225
2.134E7	1968.0589868763536
2.136E7	1968.0978386663837
2.138E7	1964.1229450832961
2.14E7	1970.8773701937175
2.142E7	1969.164198367169
2.144E7	1967.61618034966
2.146E7	1968.247838934532
2.148E7	1965.6029091779671
2.15E7	1969.195504801779
2.152E7	1967.628321963513
2.154E7	1966.7242723097609
2.156E7	1968.8829038774868
