Species1,Species2,Distance
1A17,1G2,0.053367
1A18,1G2,0.0493266
1A19,1G2,0.0540404
1A2,1G2,0.03724046
1A20,1G2,0.04534231
1A3,1G2,0.03873176
1A4,1G2,0.04252946
1A5,1G2,0.04713805
1A6,1G2,0.04186308
1A7,1G2,0.04758051
1A8,1G2,0.04388328
1A9,1G2,0.04051627
1B1,1G2,0.03071829
1B10,1G2,0.02413019
1B11,1G2,0.02906846
1B12,1G2,0.01672063
1B13,1G2,0.02537433
1B14,1G2,0.02643098
1B15,1G2,0.02648709
1B16,1G2,0.02146776
1B2,1G2,0.03047138
1B3,1G2,0.03855219
1B4,1G2,0.03608305
1B5,1G2,0.03821549
1B6,1G2,0.02204452
1B7,1G2,0.02421998
1B8,1G2,0.02513821
1B9,1G2,0.01878465
1C1,1G2,0.03329329
1D1,1G2,0.02363675
1D2,1G2,0.02620559
1D3,1G2,0.02645067
1D4,1G2,0.02661533
1F1,1G2,0.02489859
1G1,1G2,0.01403461
1G10,1G2,0.01348651
1E1,1G3,0.01952424
1A1,1G3,0.0476752
1A10,1G3,0.03552189
1A11,1G3,0.03439955
1A12,1G3,0.03756614
1A13,1G3,0.0452862
1A14,1G3,0.04483726
1A15,1G3,0.05179574
1A16,1G3,0.0526936
1A17,1G3,0.0473064
1A18,1G3,0.04360269
1A19,1G3,0.0483165
1A2,1G3,0.03236532
1A20,1G3,0.03956229
1A3,1G3,0.03397306
1A4,1G3,0.03676347
1A5,1G3,0.04158249
1A6,1G3,0.03619529
1A7,1G3,0.04191919
1A8,1G3,0.03804714
1A9,1G3,0.03484848
1B1,1G3,0.02555556
1B10,1G3,0.01936027
1B11,1G3,0.02407407
1B12,1G3,0.01217301
1B13,1G3,0.0205466
1B14,1G3,0.02138047
1B15,1G3,0.02171717
1B16,1G3,0.01649832
1B2,1G3,0.02558923
1B3,1G3,0.03316498
1B4,1G3,0.03077747
1B5,1G3,0.03316498
1B6,1G3,0.01829405
1B7,1G3,0.02158249
1B8,1G3,0.02215364
1B9,1G3,0.01400622
1C1,1G3,0.02789884
1D1,1G3,0.01884941
1D2,1G3,0.02117624
1D3,1G3,0.02181168
1D4,1G3,0.02182014
1F1,1G3,0.02016354
1G1,1G3,0.00921038
1G10,1G3,0.00863177
1G2,1G3,0.01052189
1E1,1G4,0.02181718
1A1,1G4,0.0495283
1A10,1G4,0.03703704
1A11,1G4,0.0359147
1A12,1G4,0.03906926
1A13,1G4,0.04551066
1A14,1G4,0.04517396
1A15,1G4,0.05230079
1A16,1G4,0.05319865
1A17,1G4,0.04781145
1A18,1G4,0.04511785
1A19,1G4,0.04983165
1A2,1G4,0.03417508
1A20,1G4,0.04107744
1A3,1G4,0.03585859
1A4,1G4,0.03829966
1A5,1G4,0.04309764
1A6,1G4,0.03737374
1A7,1G4,0.04340844
1A8,1G4,0.03905724
1A9,1G4,0.03636364
1B1,1G4,0.02787879
1B10,1G4,0.02205387
1B11,1G4,0.02676768
1B12,1G4,0.01452991
1B13,1G4,0.0220621
1B14,1G4,0.02390572
1B15,1G4,0.02407407
1B16,1G4,0.01866816
1B2,1G4,0.02811448
1B3,1G4,0.03569024
1B4,1G4,0.0332109
1B5,1G4,0.03569024
1B6,1G4,0.02093154
1B7,1G4,0.02420875
1B8,1G4,0.02484724
1B9,1G4,0.01633507
1C1,1G4,0.03043449
1D1,1G4,0.02113665
1D2,1G4,0.02314677
1D3,1G4,0.02403272
1D4,1G4,0.02409568
1F1,1G4,0.02248677
1G1,1G4,0.01156186
1G10,1G4,0.0109772
1G2,1G4,0.01278058
1G3,1G4,0.00572391
1E1,1G5,0.02674097
1A1,1G5,0.05215084
1A10,1G5,0.04261296
1A11,1G5,0.04149059
1A12,1G5,0.04461853
1A13,1G5,0.05211575
1A14,1G5,0.05296375
1A15,1G5,0.05922418
1A16,1G5,0.06012209
1A17,1G5,0.05469727
1A18,1G5,0.05065671
1A19,1G5,0.05552031
1A2,1G5,0.03743834
1A20,1G5,0.04665352
1A3,1G5,0.03964237
1A4,1G5,0.04223415
1A5,1G5,0.04728953
1A6,1G5,0.04328639
1A7,1G5,0.04743914
1A8,1G5,0.04384756
1A9,1G5,0.04193954
1B1,1G5,0.03155382
1B10,1G5,0.02588955
1B11,1G5,0.03049125
1B12,1G5,0.0194402
1B13,1G5,0.02814479
1B14,1G5,0.02910703
1B15,1G5,0.02910703
1B16,1G5,0.02397735
1B2,1G5,0.03153886
1B3,1G5,0.03849758
1B4,1G5,0.03721876
1B5,1G5,0.03947031
1B6,1G5,0.02573989
1B7,1G5,0.02951109
1B8,1G5,0.02859711
1B9,1G5,0.02131837
1C1,1G5,0.03469642
1D1,1G5,0.02543157
1D2,1G5,0.02894323
1D3,1G5,0.02835288
1D4,1G5,0.02919382
1F1,1G5,0.02631605
1G1,1G5,0.01321398
1G10,1G5,0.01684851
1G2,1G5,0.02144997
1G3,1G5,0.0166861
1G4,1G5,0.01904309
1E1,1G6,0.02052518
1A1,1G6,0.0487013
1A10,1G6,0.03728191
1A11,1G6,0.03603714
1A12,1G6,0.03920591
1A13,1G6,0.04762779
1A14,1G6,0.04852566
1A15,1G6,0.05289256
1A16,1G6,0.05387205
1A17,1G6,0.04848485
1A18,1G6,0.04432201
1A19,1G6,0.04903581
1A2,1G6,0.03323003
1A20,1G6,0.04089379
1A3,1G6,0.03462504
1A4,1G6,0.03857515
1A5,1G6,0.04273033
1A6,1G6,0.03746556
1A7,1G6,0.04343434
1A8,1G6,0.03976125
1A9,1G6,0.03660851
1B1,1G6,0.02674013
1B10,1G6,0.02056933
1B11,1G6,0.02503826
1B12,1G6,0.0130748
1B13,1G6,0.02146524
1B14,1G6,0.02258953
1B15,1G6,0.02228344
1B16,1G6,0.01752882
1B2,1G6,0.0261708
1B3,1G6,0.03464953
1B4,1G6,0.03204497
1B5,1G6,0.03376186
1B6,1G6,0.019447
1B7,1G6,0.02299357
1B8,1G6,0.02332642
1B9,1G6,0.01440484
1C1,1G6,0.02931219
1D1,1G6,0.01965106
1D2,1G6,0.0225815
1D3,1G6,0.02269908
1D4,1G6,0.02259336
1F1,1G6,0.02090297
1G1,1G6,0.01134907
1G10,1G6,0.0113699
1G2,1G6,0.01557494
1G3,1G6,0.01123355
1G4,1G6,0.01363636
1G5,1G6,0.01892406
1E1,1G7,0.01918011
1A1,1G7,0.04750674
1A10,1G7,0.03569024
1A11,1G7,0.0345679
1A12,1G7,0.03775854
1A13,1G7,0.0459596
1A14,1G7,0.04685746
1A15,1G7,0.05218855
1A16,1G7,0.05286195
1A17,1G7,0.04781145
1A18,1G7,0.04377104
1A19,1G7,0.04848485
1A2,1G7,0.03167088
1A20,1G7,0.03973064
1A3,1G7,0.03313131
1A4,1G7,0.03703704
1A5,1G7,0.04124579
1A6,1G7,0.03602694
1A7,1G7,0.04203574
1A8,1G7,0.03838384
1A9,1G7,0.03501684
1B1,1G7,0.02508418
1B10,1G7,0.01919192
1B11,1G7,0.02390572
1B12,1G7,0.01173271
1B13,1G7,0.02020985
1B14,1G7,0.02087542
1B15,1G7,0.02121212
1B16,1G7,0.01582492
1B2,1G7,0.02525253
1B3,1G7,0.03299663
1B4,1G7,0.03051729
1B5,1G7,0.03232323
1B6,1G7,0.01806958
1B7,1G7,0.02161616
1B8,1G7,0.02198528
1B9,1G7,0.01312621
1C1,1G7,0.02817595
1D1,1G7,0.01799605
1D2,1G7,0.02105205
1D3,1G7,0.02121507
1D4,1G7,0.02111306
1F1,1G7,0.01940837
1G1,1G7,0.01002498
1G10,1G7,0.00958448
1G2,1G7,0.01426768
1G3,1G7,0.00934343
1G4,1G7,0.01178451
1G5,1G7,0.0175466
1G6,1G7,0.00930517
1E1,1G8,0.01993825
1A1,1G8,0.04805425
1A10,1G8,0.03670034
1A11,1G8,0.03554994
1A12,1G8,0.03880321
1A13,1G8,0.04737654
1A14,1G8,0.04828844
1A15,1G8,0.05204826
1A16,1G8,0.05294613
1A17,1G8,0.04755892
1A18,1G8,0.04478114
1A19,1G8,0.04823232
1A2,1G8,0.03265993
1A20,1G8,0.04074074
1A3,1G8,0.03414141
1A4,1G8,0.03803662
1A5,1G8,0.04271886
1A6,1G8,0.03728956
1A7,1G8,0.04298919
1A8,1G8,0.03935185
1A9,1G8,0.03602694
1B1,1G8,0.02608586
1B10,1G8,0.01986532
1B11,1G8,0.02449495
1B12,1G8,0.01245953
1B13,1G8,0.02096768
1B14,1G8,0.02184343
1B15,1G8,0.02188552
1B16,1G8,0.01692854
1B2,1G8,0.0260101
1B3,1G8,0.03358586
1B4,1G8,0.03156566
1B5,1G8,0.03358586
1B6,1G8,0.01874299
1B7,1G8,0.02228956
1B8,1G8,0.02262127
1B9,1G8,0.01423324
1C1,1G8,0.02887584
1D1,1G8,0.01920353
1D2,1G8,0.02207319
1D3,1G8,0.0221698
1D4,1G8,0.02214632
1F1,1G8,0.02043741
1G1,1G8,0.01051781
1G10,1G8,0.01042001
1G2,1G8,0.01503928
1G3,1G8,0.01026936
1G4,1G8,0.01268939
1G5,1G8,0.01797918
1G6,1G8,0.00992501
1G7,1G8,0.00898569
1E1,1G9,0.02037842
1A1,1G9,0.04710561
1A10,1G9,0.03685161
1A11,1G9,0.03537141
1A12,1G9,0.03880713
1A13,1G9,0.0475527
1A14,1G9,0.04843197
1A15,1G9,0.05106771
1A16,1G9,0.05198259
1A17,1G9,0.04659788
1A18,1G9,0.04355449
1A19,1G9,0.04827867
1A2,1G9,0.03275906
1A20,1G9,0.04088509
1A3,1G9,0.03432694
1A4,1G9,0.03815404
1A5,1G9,0.04265327
1A6,1G9,0.03752645
1A7,1G9,0.0429726
1A8,1G9,0.0394701
1A9,1G9,0.03617673
1B1,1G9,0.02644097
1B10,1G9,0.02018469
1B11,1G9,0.02498195
1B12,1G9,0.01283542
1B13,1G9,0.02136291
1B14,1G9,0.02241144
1B15,1G9,0.02232255
1B16,1G9,0.01731248
1B2,1G9,0.02569398
1B3,1G9,0.03426829
1B4,1G9,0.03192177
1B5,1G9,0.03401682
1B6,1G9,0.01900804
1B7,1G9,0.0226205
1B8,1G9,0.02277035
1B9,1G9,0.01470457
1C1,1G9,0.02925502
1D1,1G9,0.01959327
1D2,1G9,0.02251525
1D3,1G9,0.02264942
1D4,1G9,0.02260413
1F1,1G9,0.02079552
1G1,1G9,0.01128991
1G10,1G9,0.01093629
1G2,1G9,0.01550852
1G3,1G9,0.01112156
1G4,1G9,0.01348328
1G5,1G9,0.01863359
1G6,1G9,0.01145762
1G7,1G9,0.01054771
1G8,1G9,0.01090163
1E1,1H1,0.01814227
1A1,1H1,0.04397207
1A10,1H1,0.03271503
1A11,1H1,0.03161718
1A12,1H1,0.03475491
1A13,1H1,0.04515049
1A14,1H1,0.04607285
1A15,1H1,0.05108458
1A16,1H1,0.0514723
1A17,1H1,0.04601163
1A18,1H1,0.04199571
1A19,1H1,0.04721151
1A2,1H1,0.02865856
1A20,1H1,0.03800429
1A3,1H1,0.02986716
1A4,1H1,0.03397919
1A5,1H1,0.03880012
1A6,1H1,0.03331497
1A7,1H1,0.03911846
1A8,1H1,0.03472299
1A9,1H1,0.0318947
1B1,1H1,0.02197368
1B10,1H1,0.01721457
1B11,1H1,0.02190389
1B12,1H1,0.01074757
1B13,1H1,0.01885623
1B14,1H1,0.01911234
1B15,1H1,0.01908785
1B16,1H1,0.01520457
1B2,1H1,0.02234466
1B3,1H1,0.03127028
1B4,1H1,0.02725547
1B5,1H1,0.02926232
1B6,1H1,0.01560249
1B7,1H1,0.01919069
1B8,1H1,0.01991996
1B9,1H1,0.01224866
1C1,1H1,0.02586622
1D1,1H1,0.0169621
1D2,1H1,0.01977349
1D3,1H1,0.01998228
1D4,1H1,0.02038072
1F1,1H1,0.01712712
1G1,1H1,0.01662569
1G10,1H1,0.01682848
1G2,1H1,0.02130701
1G3,1H1,0.01652586
1G4,1H1,0.01880012
1G5,1H1,0.02355909
1G6,1H1,0.01753068
1G7,1H1,0.01615549
1G8,1H1,0.0169345
1G9,1H1,0.01719766
1E1,1H2,0.02130341
1A1,1H2,0.0474693
1A10,1H2,0.03344557
1A11,1H2,0.03228998
1A12,1H2,0.03549249
1A13,1H2,0.0461903
1A14,1H2,0.04708817
1A15,1H2,0.05154425
1A16,1H2,0.0522509
1A17,1H2,0.0468637
1A18,1H2,0.04282329
1A19,1H2,0.04811074
1A2,1H2,0.02948934
1A20,1H2,0.03878289
1A3,1H2,0.03061728
1A4,1H2,0.03452737
1A5,1H2,0.03948123
1A6,1H2,0.03411897
1A7,1H2,0.03901791
1A8,1H2,0.03549071
1A9,1H2,0.03277217
1B1,1H2,0.0252226
1B10,1H2,0.02052625
1B11,1H2,0.02434219
1B12,1H2,0.01377114
1B13,1H2,0.02219307
1B14,1H2,0.02254645
1B15,1H2,0.02254645
1B16,1H2,0.01870835
1B2,1H2,0.02524005
1B3,1H2,0.03212371
1B4,1H2,0.03028943
1B5,1H2,0.03258511
1B6,1H2,0.01814025
1B7,1H2,0.02158873
1B8,1H2,0.02230536
1B9,1H2,0.01561368
1C1,1H2,0.02718347
1D1,1H2,0.01878642
1D2,1H2,0.02209016
1D3,1H2,0.02245807
1D4,1H2,0.02282366
1F1,1H2,0.01964602
1G1,1H2,0.02008053
1G10,1H2,0.02018785
1G2,1H2,0.02388494
1G3,1H2,0.01906098
1G4,1H2,0.02242798
1G5,1H2,0.02723498
1G6,1H2,0.02093891
1G7,1H2,0.01956603
1G8,1H2,0.02032361
1G9,1H2,0.02048666
1H1,1H2,0.01042071
1E1,1H3,0.0220087
1A1,1H3,0.04693305
1A10,1H3,0.03547184
1A11,1H3,0.0343859
1A12,1H3,0.03758954
1A13,1H3,0.04826645
1A14,1H3,0.04914005
1A15,1H3,0.05267085
1A16,1H3,0.05290745
1A17,1H3,0.04752025
1A18,1H3,0.04477204
1A19,1H3,0.04748385
1A2,1H3,0.03195468
1A20,1H3,0.04089544
1A3,1H3,0.03239967
1A4,1H3,0.03800164
1A5,1H3,0.04269724
1A6,1H3,0.03599964
1A7,1H3,0.04321594
1A8,1H3,0.03883884
1A9,1H3,0.03439803
1B1,1H3,0.02625171
1B10,1H3,0.02265902
1B11,1H3,0.02735463
1B12,1H3,0.01614832
1B13,1H3,0.02369587
1B14,1H3,0.02464282
1B15,1H3,0.02325962
1B16,1H3,0.02080565
1B2,1H3,0.02666303
1B3,1H3,0.03539904
1B4,1H3,0.031582
1B5,1H3,0.03509874
1B6,1H3,0.02064792
1B7,1H3,0.02416962
1B8,1H3,0.02548677
1B9,1H3,0.01773454
1C1,1H3,0.02983515
1D1,1H3,0.02290755
1D2,1H3,0.02558714
1D3,1H3,0.02534943
1D4,1H3,0.02606526
1F1,1H3,0.02312091
1G1,1H3,0.02210715
1G10,1H3,0.02224559
1G2,1H3,0.02685109
1G3,1H3,0.02211757
1G4,1H3,0.02447447
1G5,1H3,0.02926275
1G6,1H3,0.02298993
1G7,1H3,0.02161252
1G8,1H3,0.0223701
1G9,1H3,0.02142889
1H1,1H3,0.01310964
1H2,1H3,0.01636384
1E1,1H4,0.02184138
1A1,1H4,0.04706668
1A10,1H4,0.03580256
1A11,1H4,0.03435545
1A12,1H4,0.03766778
1A13,1H4,0.0474948
1A14,1H4,0.04882857
1A15,1H4,0.05340961
1A16,1H4,0.05352729
1A17,1H4,0.04814645
1A18,1H4,0.04454398
1A19,1H4,0.0502452
1A2,1H4,0.03196633
1A20,1H4,0.04101342
1A3,1H4,0.03307356
1A4,1H4,0.03667374
1A5,1H4,0.04145144
1A6,1H4,0.03570449
1A7,1H4,0.04070536
1A8,1H4,0.03735534
1A9,1H4,0.03511606
1B1,1H4,0.02499903
1B10,1H4,0.02024847
1B11,1H4,0.0247336
1B12,1H4,0.01416655
1B13,1H4,0.02096237
1B14,1H4,0.0222099
1B15,1H4,0.02278525
1B16,1H4,0.01903929
1B2,1H4,0.02617198
1B3,1H4,0.03393922
1B4,1H4,0.03045501
1B5,1H4,0.03259564
1B6,1H4,0.01830773
1B7,1H4,0.02203859
1B8,1H4,0.02285378
1B9,1H4,0.01594562
1C1,1H4,0.02861767
1D1,1H4,0.01989722
1D2,1H4,0.02236778
1D3,1H4,0.02262054
1D4,1H4,0.02308177
1F1,1H4,0.02106457
1G1,1H4,0.01898008
1G10,1H4,0.01912823
1G2,1H4,0.02370548
1G3,1H4,0.01865808
1G4,1H4,0.02050835
1G5,1H4,0.02622059
1G6,1H4,0.01983242
1G7,1H4,0.01843415
1G8,1H4,0.01923589
1G9,1H4,0.01953541
1H1,1H4,0.01064427
1H2,1H4,0.01452911
1H3,1H4,0.01659952
1E1,1H5,0.02272073
1A1,1H5,0.04896889
1A10,1H5,0.03643409
1A11,1H5,0.03538164
1A12,1H5,0.03856785
1A13,1H5,0.04713939
1A14,1H5,0.04849927
1A15,1H5,0.05470362
1A16,1H5,0.05484559
1A17,1H5,0.04955767
1A18,1H5,0.04557243
1A19,1H5,0.05097044
1A2,1H5,0.03294999
1A20,1H5,0.0416215
1A3,1H5,0.03374864
1A4,1H5,0.03766744
1A5,1H5,0.04249884
1A6,1H5,0.03711202
1A7,1H5,0.04189159
1A8,1H5,0.03833537
1A9,1H5,0.03582075
1B1,1H5,0.02749987
1B10,1H5,0.02289736
1B11,1H5,0.02728403
1B12,1H5,0.01633756
1B13,1H5,0.0245545
1B14,1H5,0.0247504
1B15,1H5,0.024786
1B16,1H5,0.02035644
1B2,1H5,0.02786476
1B3,1H5,0.03642291
1B4,1H5,0.03249684
1B5,1H5,0.03440903
1B6,1H5,0.02101986
1B7,1H5,0.0251025
1B8,1H5,0.02549929
1B9,1H5,0.01803071
1C1,1H5,0.03095339
1D1,1H5,0.02131531
1D2,1H5,0.02437857
1D3,1H5,0.02427826
1D4,1H5,0.02498647
1F1,1H5,0.02227791
1G1,1H5,0.02103042
1G10,1H5,0.0211825
1G2,1H5,0.02577367
1G3,1H5,0.02104266
1G4,1H5,0.02305801
1G5,1H5,0.02823016
1G6,1H5,0.02187251
1G7,1H5,0.02054477
1G8,1H5,0.02130971
1G9,1H5,0.02152799
1H1,1H5,0.01244774
1H2,1H5,0.01508903
1H3,1H5,0.01712586
1H4,1H5,0.01169694
1E1,1I1,0.0226205
1A1,1I1,0.04733436
1A10,1I1,0.03596429
1A11,1I1,0.03443479
1A12,1I1,0.03800687
1A13,1I1,0.04486467
1A14,1I1,0.04572599
1A15,1I1,0.05182053
1A16,1I1,0.05208676
1A17,1I1,0.04671521
1A18,1I1,0.04394331
1A19,1I1,0.04933834
1A2,1I1,0.0309177
1A20,1I1,0.03996555
1A3,1I1,0.03343356
1A4,1I1,0.03711925
1A5,1I1,0.04090518
1A6,1I1,0.03640279
1A7,1I1,0.04207188
1A8,1I1,0.03857568
1A9,1I1,0.03488372
1B1,1I1,0.0261256
1B10,1I1,0.02152533
1B11,1I1,0.02627829
1B12,1I1,0.01450371
1B13,1I1,0.02393046
1B14,1I1,0.02232402
1B15,1I1,0.02361601
1B16,1I1,0.01848154
1B2,1I1,0.02423851
1B3,1I1,0.03486806
1B4,1I1,0.0303493
1B5,1I1,0.03261295
1B6,1I1,0.01996189
1B7,1I1,0.02227234
1B8,1I1,0.02362877
1B9,1I1,0.0159515
1C1,1I1,0.03027435
1D1,1I1,0.02207129
1D2,1I1,0.0241491
1D3,1I1,0.02526118
1D4,1I1,0.02513969
1F1,1I1,0.02213989
1G1,1I1,0.01783906
1G10,1I1,0.01727387
1G2,1I1,0.02079712
1G3,1I1,0.01677237
1G4,1I1,0.01938963
1G5,1I1,0.02517784
1G6,1I1,0.01864238
1G7,1I1,0.01681348
1G8,1I1,0.01787203
1G9,1I1,0.01696067
1H1,1I1,0.01703846
1H2,1I1,0.02029656
1H3,1I1,0.02255998
1H4,1I1,0.02079227
1H5,1I1,0.02151559
1E1,1J1,0.02079745
1A1,1J1,0.04740217
1A10,1J1,0.03429699
1A11,1J1,0.03298889
1A12,1J1,0.03621104
1A13,1J1,0.04548164
1A14,1J1,0.04639498
1A15,1J1,0.05100043
1A16,1J1,0.05052827
1A17,1J1,0.04544294
1A18,1J1,0.0423778
1A19,1J1,0.04767212
1A2,1J1,0.03026094
1A20,1J1,0.0383374
1A3,1J1,0.03168698
1A4,1J1,0.03528387
1A5,1J1,0.04021827
1A6,1J1,0.03487751
1A7,1J1,0.04042726
1A8,1J1,0.03675839
1A9,1J1,0.03362359
1B1,1J1,0.02421688
1B10,1J1,0.01955184
1B11,1J1,0.02401022
1B12,1J1,0.01271423
1B13,1J1,0.02173125
1B14,1J1,0.0214095
1B15,1J1,0.02166493
1B16,1J1,0.01653186
1B2,1J1,0.02416115
1B3,1J1,0.03290375
1B4,1J1,0.02967185
1B5,1J1,0.03142923
1B6,1J1,0.01756647
1B7,1J1,0.02119122
1B8,1J1,0.02162536
1B9,1J1,0.01262503
1C1,1J1,0.02813789
1D1,1J1,0.0199586
1D2,1J1,0.02226029
1D3,1J1,0.02311439
1D4,1J1,0.02297492
1F1,1J1,0.01988456
1G1,1J1,0.01656161
1G10,1J1,0.01658566
1G2,1J1,0.02129726
1G3,1J1,0.01612098
1G4,1J1,0.01882619
1G5,1J1,0.02384734
1G6,1J1,0.01735432
1G7,1J1,0.01597585
1G8,1J1,0.01666086
1G9,1J1,0.01690658
1H1,1J1,0.01521928
1H2,1J1,0.01848111
1H3,1J1,0.02068338
1H4,1J1,0.01875576
1H5,1J1,0.02065065
1I1,1J1,0.01423538
1E1,1J2,0.02083721
1A1,1J2,0.04646533
1A10,1J2,0.03394552
1A11,1J2,0.03272115
1A12,1J2,0.03583891
1A13,1J2,0.04514845
1A14,1J2,0.04604632
1A15,1J2,0.05098459
1A16,1J2,0.05120906
1A17,1J2,0.04582185
1A18,1J2,0.04178145
1A19,1J2,0.04704622
1A2,1J2,0.02987259
1A20,1J2,0.03774105
1A3,1J2,0.03120294
1A4,1J2,0.03369299
1A5,1J2,0.0379247
1A6,1J2,0.03584328
1A7,1J2,0.03880177
1A8,1J2,0.03492501
1A9,1J2,0.03327212
1B1,1J2,0.02421182
1B10,1J2,0.0198041
1B11,1J2,0.02421182
1B12,1J2,0.0133185
1B13,1J2,0.0225369
1B14,1J2,0.02219161
1B15,1J2,0.02084481
1B16,1J2,0.01722613
1B2,1J2,0.02304867
1B3,1J2,0.03290481
1B4,1J2,0.03020007
1B5,1J2,0.03213958
1B6,1J2,0.01766146
1B7,1J2,0.02135904
1B8,1J2,0.02180616
1B9,1J2,0.01320042
1C1,1J2,0.0283535
1D1,1J2,0.02036773
1D2,1J2,0.02271297
1D3,1J2,0.02359211
1D4,1J2,0.02340994
1F1,1J2,0.0199801
1G1,1J2,0.01713025
1G10,1J2,0.0171585
1G2,1J2,0.02191613
1G3,1J2,0.01669728
1G4,1J2,0.01939088
1G5,1J2,0.02430123
1G6,1J2,0.01789242
1G7,1J2,0.01637588
1G8,1J2,0.01720233
1G9,1J2,0.0174861
1H1,1J2,0.01578763
1H2,1J2,0.01925994
1H3,1J2,0.02134283
1H4,1J2,0.01948649
1H5,1J2,0.02147929
1I1,1J2,0.01491269
1J1,1J2,0.00902864
1E1,1J3,0.02197524
1A1,1J3,0.04910348
1A10,1J3,0.03656858
1A11,1J3,0.03543649
1A12,1J3,0.03860343
1A13,1J3,0.04748939
1A14,1J3,0.04838725
1A15,1J3,0.05344264
1A16,1J3,0.05360855
1A17,1J3,0.0482799
1A18,1J3,0.0442395
1A19,1J3,0.04939248
1A2,1J3,0.0324989
1A20,1J3,0.04014054
1A3,1J3,0.03387498
1A4,1J3,0.0370224
1A5,1J3,0.04151662
1A6,1J3,0.03683209
1A7,1J3,0.04219339
1A8,1J3,0.03855951
1A9,1J3,0.03589518
1B1,1J3,0.02571512
1B10,1J3,0.02108037
1B11,1J3,0.02573562
1B12,1J3,0.01425628
1B13,1J3,0.02356334
1B14,1J3,0.02304201
1B15,1J3,0.02315913
1B16,1J3,0.01812326
1B2,1J3,0.02570634
1B3,1J3,0.0342556
1B4,1J3,0.03114944
1B5,1J3,0.0328356
1B6,1J3,0.01897233
1B7,1J3,0.02263797
1B8,1J3,0.0227861
1B9,1J3,0.01416493
1C1,1J3,0.02993985
1D1,1J3,0.02151752
1D2,1J3,0.02372117
1D3,1J3,0.02471447
1D4,1J3,0.02466185
1F1,1J3,0.02153125
1G1,1J3,0.01808926
1G10,1J3,0.01811727
1G2,1J3,0.02246377
1G3,1J3,0.01766213
1G4,1J3,0.02034109
1G5,1J3,0.02541132
1G6,1J3,0.01884723
1G7,1J3,0.01740594
1G8,1J3,0.01815986
1G9,1J3,0.0183553
1H1,1J3,0.01682703
1H2,1J3,0.02017708
1H3,1J3,0.02217158
1H4,1J3,0.02052336
1H5,1J3,0.02232186
1I1,1J3,0.01538744
1J1,1J3,0.00997582
1J2,1J3,0.00978028
1E1,1J4,0.02423139
1A1,1J4,0.05024769
1A10,1J4,0.03792884
1A11,1J4,0.03639397
1A12,1J4,0.03992044
1A13,1J4,0.04908545
1A14,1J4,0.04989838
1A15,1J4,0.05382959
1A16,1J4,0.05409045
1A17,1J4,0.04877605
1A18,1J4,0.04597325
1A19,1J4,0.05130585
1A2,1J4,0.0333413
1A20,1J4,0.04193284
1A3,1J4,0.03539176
1A4,1J4,0.03912549
1A5,1J4,0.04402584
1A6,1J4,0.03860224
1A7,1J4,0.04413994
1A8,1J4,0.04055874
1A9,1J4,0.03725544
1B1,1J4,0.02763673
1B10,1J4,0.02296842
1B11,1J4,0.02640823
1B12,1J4,0.01622672
1B13,1J4,0.02526205
1B14,1J4,0.02473382
1B15,1J4,0.02517063
1B16,1J4,0.02011102
1B2,1J4,0.02526163
1B3,1J4,0.03590864
1B4,1J4,0.03289901
1B5,1J4,0.03480753
1B6,1J4,0.02111505
1B7,1J4,0.02483938
1B8,1J4,0.02535128
1B9,1J4,0.01625703
1C1,1J4,0.03141804
1D1,1J4,0.02270358
1D2,1J4,0.02512199
1D3,1J4,0.02658608
1D4,1J4,0.02654968
1F1,1J4,0.02314067
1G1,1J4,0.02011689
1G10,1J4,0.02027813
1G2,1J4,0.02491734
1G3,1J4,0.01980162
1G4,1J4,0.02244517
1G5,1J4,0.02567008
1G6,1J4,0.02092837
1G7,1J4,0.01953772
1G8,1J4,0.02024866
1G9,1J4,0.01977793
1H1,1J4,0.01758353
1H2,1J4,0.02037795
1H3,1J4,0.02303286
1H4,1J4,0.02126347
1H5,1J4,0.02311537
1I1,1J4,0.01682105
1J1,1J4,0.01214192
1J2,1J4,0.01285997
1J3,1J4,0.013669
1E1,1J5,0.02191832
1A1,1J5,0.04693475
1A10,1J5,0.03595646
1A11,1J5,0.03446872
1A12,1J5,0.03798785
1A13,1J5,0.04868843
1A14,1J5,0.04885548
1A15,1J5,0.05427401
1A16,1J5,0.05474904
1A17,1J5,0.04911127
1A18,1J5,0.04532143
1A19,1J5,0.05061467
1A2,1J5,0.03138948
1A20,1J5,0.04131235
1A3,1J5,0.03329105
1A4,1J5,0.03721322
1A5,1J5,0.0417665
1A6,1J5,0.03528306
1A7,1J5,0.04234172
1A8,1J5,0.03865007
1A9,1J5,0.03528306
1B1,1J5,0.02577872
1B10,1J5,0.02059353
1B11,1J5,0.02563621
1B12,1J5,0.01442812
1B13,1J5,0.02338212
1B14,1J5,0.02295826
1B15,1J5,0.02295826
1B16,1J5,0.01818878
1B2,1J5,0.02548743
1B3,1J5,0.03542401
1B4,1J5,0.03096077
1B5,1J5,0.03314541
1B6,1J5,0.01894657
1B7,1J5,0.02255422
1B8,1J5,0.02296755
1B9,1J5,0.01493417
1C1,1J5,0.02835286
1D1,1J5,0.02161254
1D2,1J5,0.02382627
1D3,1J5,0.02480098
1D4,1J5,0.02479612
1F1,1J5,0.02157925
1G1,1J5,0.0193311
1G10,1J5,0.01947399
