Species1,Species2,Distance
5B2,5L2,0.06032878
5B3,5L2,0.06351093
5B4,5L2,0.05488498
5B5,5L2,0.06471248
5B6,5L2,0.06539909
5B7,5L2,0.06423954
5C1,5L2,0.05921721
5D1,5L2,0.04787747
5D2,5L2,0.05567439
5F1,5L2,0.0624282
5G1,5L2,0.0570608
5H1,5L2,0.0556942
5H2,5L2,0.04810193
5I1,5L2,0.06164477
5J1,5L2,0.07653001
5J2,5L2,0.0667657
5K1,5L2,0.03897802
5K10,5L2,0.03493761
5K11,5L2,0.04567241
5K12,5L2,0.03026133
5K13,5L2,0.03226381
5K14,5L2,0.03430382
5K15,5L2,0.03097643
5K16,5L2,0.03363042
5K17,5L2,0.03228362
5K18,5L2,0.03430382
5K19,5L2,0.04436522
5K2,5L2,0.04373143
5K20,5L2,0.03786888
5K21,5L2,0.03665412
5K22,5L2,0.03677164
5K23,5L2,0.04305803
5K3,5L2,0.04642503
5K4,5L2,0.03363042
5K5,5L2,0.04002773
5K6,5L2,0.04369182
5K7,5L2,0.0345613
5K8,5L2,0.03493761
5K9,5L2,0.03240246
5L1,5L2,0.0134174
5E1,5L3,0.04876741
5A1,5L3,0.04637409
5A2,5L3,0.05918155
5A3,5L3,0.06216274
5B1,5L3,0.05360866
5B2,5L3,0.0576673
5B3,5L3,0.05957225
5B4,5L3,0.05109313
5B5,5L3,0.0620212
5B6,5L3,0.06229925
5B7,5L3,0.06235634
5C1,5L3,0.05574934
5D1,5L3,0.04523657
5D2,5L3,0.05237104
5F1,5L3,0.05930532
5G1,5L3,0.05413647
5H1,5L3,0.05242563
5H2,5L3,0.0450485
5I1,5L3,0.0587037
5J1,5L3,0.07265513
5J2,5L3,0.06363696
5K1,5L3,0.03606367
5K10,5L3,0.03134073
5K11,5L3,0.04293424
5K12,5L3,0.02751677
5K13,5L3,0.02953891
5K14,5L3,0.03323355
5K15,5L3,0.0284287
5K16,5L3,0.03115873
5K17,5L3,0.02952071
5K18,5L3,0.03137713
5K19,5L3,0.04105963
5K2,5L3,0.04050452
5K20,5L3,0.03419815
5K21,5L3,0.03422848
5K22,5L3,0.03400159
5K23,5L3,0.03980153
5K3,5L3,0.04334374
5K4,5L3,0.03071282
5K5,5L3,0.03689178
5K6,5L3,0.04057732
5K7,5L3,0.03166833
5K8,5L3,0.03148633
5K9,5L3,0.03008491
5L1,5L3,0.0099181
5L2,5L3,0.01095867
5E1,5M1,0.04377104
5A1,5M1,0.04309764
5A2,5M1,0.0556229
5A3,5M1,0.05454545
5B1,5M1,0.04511785
5B2,5M1,0.05050505
5B3,5M1,0.05162738
5B4,5M1,0.04396344
5B5,5M1,0.05731388
5B6,5M1,0.06026936
5B7,5M1,0.05821855
5C1,5M1,0.04975974
5D1,5M1,0.04152637
5D2,5M1,0.05252525
5F1,5M1,0.05589226
5G1,5M1,0.05252525
5H1,5M1,0.04781145
5H2,5M1,0.03883277
5I1,5M1,0.05491957
5J1,5M1,0.06801347
5J2,5M1,0.05757576
5K1,5M1,0.02558923
5K10,5M1,0.03569024
5K11,5M1,0.04309764
5K12,5M1,0.01679957
5K13,5M1,0.01773288
5K14,5M1,0.02491582
5K15,5M1,0.01750842
5K16,5M1,0.02020202
5K17,5M1,0.01818182
5K18,5M1,0.01952862
5K19,5M1,0.03164983
5K2,5M1,0.03434343
5K20,5M1,0.02244669
5K21,5M1,0.02244669
5K22,5M1,0.02383838
5K23,5M1,0.02777778
5K3,5M1,0.03299663
5K4,5M1,0.02020202
5K5,5M1,0.02659933
5K6,5M1,0.02962963
5K7,5M1,0.03468013
5K8,5M1,0.03367003
5K9,5M1,0.03367003
5L1,5M1,0.03123831
5L2,5M1,0.03699743
5L3,5M1,0.03468046
5E1,5M2,0.04175084
5A1,5M2,0.04242424
5A2,5M2,0.05494949
5A3,5M2,0.05521886
5B1,5M2,0.04579125
5B2,5M2,0.05185185
5B3,5M2,0.05230079
5B4,5M2,0.04463684
5B5,5M2,0.05798728
5B6,5M2,0.06094276
5B7,5M2,0.05889195
5C1,5M2,0.05166948
5D1,5M2,0.04377104
5D2,5M2,0.05387205
5F1,5M2,0.05656566
5G1,5M2,0.05319865
5H1,5M2,0.04848485
5H2,5M2,0.03950617
5I1,5M2,0.05544332
5J1,5M2,0.06801347
5J2,5M2,0.05892256
5K1,5M2,0.02760943
5K10,5M2,0.03771044
5K11,5M2,0.04511785
5K12,5M2,0.0214425
5K13,5M2,0.02222222
5K14,5M2,0.02962963
5K15,5M2,0.02222222
5K16,5M2,0.02491582
5K17,5M2,0.02289562
5K18,5M2,0.02424242
5K19,5M2,0.03636364
5K2,5M2,0.03636364
5K20,5M2,0.02312009
5K21,5M2,0.02581369
5K22,5M2,0.02855219
5K23,5M2,0.03249158
5K3,5M2,0.03501684
5K4,5M2,0.02222222
5K5,5M2,0.02727273
5K6,5M2,0.03030303
5K7,5M2,0.03535354
5K8,5M2,0.03569024
5K9,5M2,0.03569024
5L1,5M2,0.03460531
5L2,5M2,0.04036443
5L3,5M2,0.03784729
5M1,5M2,0.01010101
5E1,5M3,0.04713805
5A1,5M3,0.04646465
5A2,5M3,0.0589899
5A3,5M3,0.05791246
5B1,5M3,0.04848485
5B2,5M3,0.05319865
5B3,5M3,0.05499439
5B4,5M3,0.04733045
5B5,5M3,0.05798728
5B6,5M3,0.06094276
5B7,5M3,0.05944291
5C1,5M3,0.05322448
5D1,5M3,0.04601571
5D2,5M3,0.05656566
5F1,5M3,0.05925926
5G1,5M3,0.05454545
5H1,5M3,0.05117845
5H2,5M3,0.04219978
5I1,5M3,0.05963337
5J1,5M3,0.07205387
5J2,5M3,0.06161616
5K1,5M3,0.02895623
5K10,5M3,0.03771044
5K11,5M3,0.04511785
5K12,5M3,0.02009569
5K13,5M3,0.02109989
5K14,5M3,0.02828283
5K15,5M3,0.02087542
5K16,5M3,0.02356902
5K17,5M3,0.02154882
5K18,5M3,0.02289562
5K19,5M3,0.03232323
5K2,5M3,0.03771044
5K20,5M3,0.02581369
5K21,5M3,0.02581369
5K22,5M3,0.02720539
5K23,5M3,0.03114478
5K3,5M3,0.03636364
5K4,5M3,0.02356902
5K5,5M3,0.02861953
5K6,5M3,0.03164983
5K7,5M3,0.03670034
5K8,5M3,0.03569024
5K9,5M3,0.03569024
5L1,5M3,0.03460531
5L2,5M3,0.03771044
5L3,5M3,0.03773809
5M1,5M3,0.00875421
5M2,5M3,0.01481481
5E1,5M4,0.04646465
5A1,5M4,0.04646465
5A2,5M4,0.0596633
5A3,5M4,0.05858586
5B1,5M4,0.04915825
5B2,5M4,0.05521886
5B3,5M4,0.05566779
5B4,5M4,0.04800385
5B5,5M4,0.05821175
5B6,5M4,0.06161616
5B7,5M4,0.05821855
5C1,5M4,0.05396799
5D1,5M4,0.04579125
5D2,5M4,0.05589226
5F1,5M4,0.05589226
5G1,5M4,0.05521886
5H1,5M4,0.04915825
5H2,5M4,0.04017957
5I1,5M4,0.05895997
5J1,5M4,0.07205387
5J2,5M4,0.06161616
5K1,5M4,0.02962963
5K10,5M4,0.03703704
5K11,5M4,0.04713805
5K12,5M4,0.02208045
5K13,5M4,0.02312009
5K14,5M4,0.02895623
5K15,5M4,0.02289562
5K16,5M4,0.02424242
5K17,5M4,0.02356902
5K18,5M4,0.02356902
5K19,5M4,0.03501684
5K2,5M4,0.03838384
5K20,5M4,0.02783389
5K21,5M4,0.02626263
5K22,5M4,0.02882155
5K23,5M4,0.03181818
5K3,5M4,0.03703704
5K4,5M4,0.02424242
5K5,5M4,0.03063973
5K6,5M4,0.03367003
5K7,5M4,0.04006734
5K8,5M4,0.03771044
5K9,5M4,0.03771044
5L1,5M4,0.03381968
5L2,5M4,0.03965142
5L3,5M4,0.03732859
5M1,5M4,0.01010101
5M2,5M4,0.01616162
5M3,5M4,0.01481481
5E1,5M5,0.05319865
5A1,5M5,0.05117845
5A2,5M5,0.0630303
5A3,5M5,0.06060606
5B1,5M5,0.05185185
5B2,5M5,0.05925926
5B3,5M5,0.05970819
5B4,5M5,0.05204425
5B5,5M5,0.06449682
5B6,5M5,0.06835017
5B7,5M5,0.06495256
5C1,5M5,0.05655964
5D1,5M5,0.05117845
5D2,5M5,0.06060606
5F1,5M5,0.06397306
5G1,5M5,0.05993266
5H1,5M5,0.05420875
5H2,5M5,0.04556678
5I1,5M5,0.06434718
5J1,5M5,0.07609428
5J2,5M5,0.06498316
5K1,5M5,0.03636364
5K10,5M5,0.04579125
5K11,5M5,0.05185185
5K12,5M5,0.02743222
5K13,5M5,0.02716049
5K14,5M5,0.03569024
5K15,5M5,0.02828283
5K16,5M5,0.03097643
5K17,5M5,0.02895623
5K18,5M5,0.02895623
5K19,5M5,0.03973064
5K2,5M5,0.04511785
5K20,5M5,0.0332211
5K21,5M5,0.0325477
5K22,5M5,0.03326599
5K23,5M5,0.03804714
5K3,5M5,0.04309764
5K4,5M5,0.03097643
5K5,5M5,0.03602694
5K6,5M5,0.04040404
5K7,5M5,0.04545455
5K8,5M5,0.04444444
5K9,5M5,0.04377104
5L1,5M5,0.0405911
5L2,5M5,0.04634581
5L3,5M5,0.04402625
5M1,5M5,0.01481481
5M2,5M5,0.02087542
5M3,5M5,0.01952862
5M4,5M5,0.01818182
5E1,5M6,0.04957912
5A1,5M6,0.04705387
5A2,5M6,0.05895623
5A3,5M6,0.05791246
5B1,5M6,0.04949495
5B2,5M6,0.05454545
5B3,5M6,0.05499439
5B4,5M6,0.0472583
5B5,5M6,0.06053124
5B6,5M6,0.06346801
5B7,5M6,0.0614172
5C1,5M6,0.05350462
5D1,5M6,0.04579125
5D2,5M6,0.05534512
5F1,5M6,0.06043771
5G1,5M6,0.05968013
5H1,5M6,0.05446128
5H2,5M6,0.04508979
5I1,5M6,0.06076506
5J1,5M6,0.07213805
5J2,5M6,0.06212121
5K1,5M6,0.03240741
5K10,5M6,0.04183502
5K11,5M6,0.04772727
5K12,5M6,0.02309055
5K13,5M6,0.02438272
5K14,5M6,0.03122896
5K15,5M6,0.0239899
5K16,5M6,0.0266835
5K17,5M6,0.0243266
5K18,5M6,0.02584175
5K19,5M6,0.03813131
5K2,5M6,0.04082492
5K20,5M6,0.02892817
5K21,5M6,0.02780584
5K22,5M6,0.02974747
5K23,5M6,0.03409091
5K3,5M6,0.03939394
5K4,5M6,0.0270202
5K5,5M6,0.03257576
5K6,5M6,0.03594276
5K7,5M6,0.04132997
5K8,5M6,0.04015152
5K9,5M6,0.03981481
5L1,5M6,0.03739244
5L2,5M6,0.04297386
5L3,5M6,0.04083895
5M1,5M6,0.01102694
5M2,5M6,0.01691919
5M3,5M6,0.01557239
5M4,5M6,0.01641414
5M5,5M6,0.021633
5E1,5M7,0.0493167
5A1,5M7,0.04725688
5A2,5M7,0.05974252
5A3,5M7,0.05870469
5B1,5M7,0.05030699
5B2,5M7,0.05656566
5B3,5M7,0.05713343
5B4,5M7,0.04944685
5B5,5M7,0.06143351
5B6,5M7,0.06371559
5B7,5M7,0.06221574
5C1,5M7,0.05522508
5D1,5M7,0.0473229
5D2,5M7,0.05735789
5F1,5M7,0.06048723
5G1,5M7,0.05918004
5H1,5M7,0.05472371
5H2,5M7,0.04573843
5I1,5M7,0.06046082
5J1,5M7,0.07290553
5J2,5M7,0.06246782
5K1,5M7,0.03248168
5K10,5M7,0.04258269
5K11,5M7,0.04860368
5K12,5M7,0.02329591
5K13,5M7,0.02470456
5K14,5M7,0.03046148
5K15,5M7,0.02313329
5K16,5M7,0.02574767
5K17,5M7,0.02507427
5K18,5M7,0.02638146
5K19,5M7,0.03713607
5K2,5M7,0.04119628
5K20,5M7,0.02929953
5K21,5M7,0.02857331
5K22,5M7,0.03020796
5K23,5M7,0.03463062
5K3,5M7,0.03986928
5K4,5M7,0.02713409
5K5,5M7,0.03353139
5K6,5M7,0.03640325
5K7,5M7,0.04149337
5K8,5M7,0.04054268
5K9,5M7,0.04056249
5L1,5M7,0.03662772
5L2,5M7,0.04254424
5L3,5M7,0.04050587
5M1,5M7,0.01124975
5M2,5M7,0.01729055
5M3,5M7,0.01449792
5M4,5M7,0.01657754
5M5,5M7,0.02198455
5M6,5M7,0.00903644
5E1,5N1,0.04029181
5A1,5N1,0.03894501
5A2,5N1,0.05164983
5A3,5N1,0.05106622
5B1,5N1,0.03961841
5B2,5N1,0.04612795
5B3,5N1,0.04803591
5B4,5N1,0.03932981
5B5,5N1,0.05361018
5B6,5N1,0.05432099
5B7,5N1,0.05305581
5C1,5N1,0.04607159
5D1,5N1,0.03834643
5D2,5N1,0.04702581
5F1,5N1,0.05084175
5G1,5N1,0.04859708
5H1,5N1,0.04421998
5H2,5N1,0.0362514
5I1,5N1,0.05236314
5J1,5N1,0.06554433
5J2,5N1,0.05645342
5K1,5N1,0.02368126
5K10,5N1,0.03176207
5K11,5N1,0.03916947
5K12,5N1,0.0125288
5K13,5N1,0.01425365
5K14,5N1,0.02121212
5K15,5N1,0.01402918
5K16,5N1,0.01672278
5K17,5N1,0.01088664
5K18,5N1,0.01604938
5K19,5N1,0.02749719
5K2,5N1,0.03097643
5K20,5N1,0.01896745
5K21,5N1,0.01949121
5K22,5N1,0.01874299
5K23,5N1,0.02348485
5K3,5N1,0.02906846
5K4,5N1,0.01829405
5K5,5N1,0.02581369
5K6,5N1,0.02760943
5K7,5N1,0.03075196
5K8,5N1,0.02974186
5K9,5N1,0.03108866
5L1,5N1,0.02914952
5L2,5N1,0.03508946
5L3,5N1,0.0336021
5M1,5N1,0.02053872
5M2,5N1,0.02525253
5M3,5N1,0.02368126
5M4,5N1,0.02592593
5M5,5N1,0.02996633
5M6,5N1,0.0253367
5M7,5N1,0.02601175
5E1,5N10,0.04484848
5A1,5N10,0.04451178
5A2,5N10,0.05458586
5A3,5N10,0.05407407
5B1,5N10,0.04464646
5B2,5N10,0.05127946
5B3,5N10,0.05317621
5B4,5N10,0.04553151
5B5,5N10,0.05747101
5B6,5N10,0.05838384
5B7,5N10,0.05586165
5C1,5N10,0.04986362
5D1,5N10,0.04359147
5D2,5N10,0.05043771
5F1,5N10,0.05454545
5G1,5N10,0.05225589
5H1,5N10,0.04888889
5H2,5N10,0.04083053
5I1,5N10,0.055578
5J1,5N10,0.06828283
5J2,5N10,0.05892256
5K1,5N10,0.03043771
5K10,5N10,0.03542088
5K11,5N10,0.04444444
5K12,5N10,0.0196952
5K13,5N10,0.02123457
5K14,5N10,0.02787879
5K15,5N10,0.02047138
5K16,5N10,0.02316498
5K17,5N10,0.01811448
5K18,5N10,0.02323232
5K19,5N10,0.03090909
5K2,5N10,0.03737374
5K20,5N10,0.02641975
5K21,5N10,0.02704826
5K22,5N10,0.02581818
5K23,5N10,0.03111111
5K3,5N10,0.03602694
5K4,5N10,0.02518519
5K5,5N10,0.03198653
5K6,5N10,0.03461279
5K7,5N10,0.0383165
5K8,5N10,0.03555556
5K9,5N10,0.03555556
5L1,5N10,0.03392443
5L2,5N10,0.0397148
5L3,5N10,0.03816216
5M1,5N10,0.02841751
5M2,5N10,0.03272727
5M3,5N10,0.03043771
5M4,5N10,0.03205387
5M5,5N10,0.0373064
5M6,5N10,0.03192761
5M7,5N10,0.03206576
5N1,5N10,0.01382716
5E1,5N11,0.05020576
5A1,5N11,0.04796109
5A2,5N11,0.05610176
5A3,5N11,0.05589226
5B1,5N11,0.04683876
5B2,5N11,0.05357276
5B3,5N11,0.0553685
5B4,5N11,0.04789696
5B5,5N11,0.06180322
5B6,5N11,0.06266367
5B7,5N11,0.06061286
5C1,5N11,0.05119058
5D1,5N11,0.04609053
5D2,5N11,0.05155256
5F1,5N11,0.05948373
5G1,5N11,0.05746352
5H1,5N11,0.05274972
5H2,5N11,0.04481856
5I1,5N11,0.05832814
5J1,5N11,0.06995885
5J2,5N11,0.06221474
5K1,5N11,0.03396932
5K10,5N11,0.03800973
5K11,5N11,0.04676394
5K12,5N11,0.02275779
5K13,5N11,0.02307021
5K14,5N11,0.03194912
5K15,5N11,0.02454171
5K16,5N11,0.02723532
5K17,5N11,0.02132435
5K18,5N11,0.02641227
5K19,5N11,0.03396932
5K2,5N11,0.04077815
5K20,5N11,0.02947999
5K21,5N11,0.02992892
5K22,5N11,0.02895623
5K23,5N11,0.03396932
5K3,5N11,0.03935653
5K4,5N11,0.02858212
5K5,5N11,0.03497942
5K6,5N11,0.03800973
5K7,5N11,0.04096521
5K8,5N11,0.03800973
5K9,5N11,0.03868313
5L1,5N11,0.03797647
5L2,5N11,0.04275434
5L3,5N11,0.04099592
5M1,5N11,0.03127572
5M2,5N11,0.03598952
5M3,5N11,0.03329592
5M4,5N11,0.03531612
5M5,5N11,0.03935653
5M6,5N11,0.03425926
5M7,5N11,0.03525671
5N1,5N11,0.01661055
5N10,5N11,0.00977927
5E1,5N12,0.0454321
5A1,5N12,0.04624018
5A2,5N12,0.05530864
5A3,5N12,0.05512907
5B1,5N12,0.04565657
5B2,5N12,0.0508642
5B3,5N12,0.05400673
5B4,5N12,0.04577842
5B5,5N12,0.0587355
5B6,5N12,0.05964085
5B7,5N12,0.05691664
5C1,5N12,0.05065563
5D1,5N12,0.04493827
5D2,5N12,0.05126824
5F1,5N12,0.05485971
5G1,5N12,0.05230079
5H1,5N12,0.04992144
5H2,5N12,0.04166105
5I1,5N12,0.05525377
5J1,5N12,0.06971942
5J2,5N12,0.06071829
5K1,5N12,0.03182941
5K10,5N12,0.03649832
5K11,5N12,0.04426487
5K12,5N12,0.02061787
5K13,5N12,0.02199776
5K14,5N12,0.02927048
5K15,5N12,0.02186308
5K16,5N12,0.02455668
5K17,5N12,0.01912458
5K18,5N12,0.02433221
5K19,5N12,0.03227834
5K2,5N12,0.03869809
5K20,5N12,0.02716049
5K21,5N12,0.02754957
5K22,5N12,0.02619978
5K23,5N12,0.03132435
5K3,5N12,0.03712682
5K4,5N12,0.0264422
5K5,5N12,0.03283951
5K6,5N12,0.03560045
5K7,5N12,0.03894501
5K8,5N12,0.0365881
5K9,5N12,0.03636364
5L1,5N12,0.03502182
5L2,5N12,0.04024295
5L3,5N12,0.03933971
5M1,5N12,0.0291358
5M2,5N12,0.03384961
5M3,5N12,0.03034792
5M4,5N12,0.03272727
5M5,5N12,0.03748597
5M6,5N12,0.03283389
5M7,5N12,0.03318149
5N1,5N12,0.01439581
5N10,5N12,0.00803143
5N11,5N12,0.00948248
5E1,5N13,0.04949495
5A1,5N13,0.04814815
5A2,5N13,0.05959596
5A3,5N13,0.05740741
5B1,5N13,0.04612795
5B2,5N13,0.0513468
5B3,5N13,0.05580808
5B4,5N13,0.0484127
5B5,5N13,0.05976431
5B6,5N13,0.06178451
5B7,5N13,0.0597337
5C1,5N13,0.05359331
5D1,5N13,0.04708193
5D2,5N13,0.05286195
5F1,5N13,0.06026936
5G1,5N13,0.05606061
5H1,5N13,0.05151515
5H2,5N13,0.04436027
5I1,5N13,0.05662177
5J1,5N13,0.071633
5J2,5N13,0.06422559
5K1,5N13,0.03282828
5K10,5N13,0.03922559
5K11,5N13,0.0476431
5K12,5N13,0.02486266
5K13,5N13,0.02648709
5K14,5N13,0.03367003
5K15,5N13,0.02626263
5K16,5N13,0.02895623
5K17,5N13,0.0236532
5K18,5N13,0.0290404
5K19,5N13,0.03644781
5K2,5N13,0.04065657
5K20,5N13,0.03195847
5K21,5N13,0.03195847
5K22,5N13,0.03173401
5K23,5N13,0.03598485
5K3,5N13,0.03821549
5K4,5N13,0.02744108
5K5,5N13,0.03501684
5K6,5N13,0.03585859
5K7,5N13,0.04191919
5K8,5N13,0.03720539
5K9,5N13,0.03989899
5L1,5N13,0.03994575
5L2,5N13,0.04487027
5L3,5N13,0.04439936
5M1,5N13,0.03148148
5M2,5N13,0.03602694
5M3,5N13,0.03215488
5M4,5N13,0.03552189
5M5,5N13,0.04090909
5M6,5N13,0.03515362
5M7,5N13,0.03567538
5N1,5N13,0.01891134
5N10,5N13,0.0125
5N11,5N13,0.01315937
5N12,5N13,0.01195847
5E1,5N14,0.04242424
5A1,5N14,0.04175084
5A2,5N14,0.05104377
5A3,5N14,0.05117845
5B1,5N14,0.04107744
5B2,5N14,0.04713805
5B3,5N14,0.04893378
5B4,5N14,0.04011544
5B5,5N14,0.05701459
5B6,5N14,0.05757576
5B7,5N14,0.05552495
5C1,5N14,0.04620578
5D1,5N14,0.03973064
5D2,5N14,0.04646465
5F1,5N14,0.05185185
5G1,5N14,0.04983165
5H1,5N14,0.04713805
5H2,5N14,0.03838384
5I1,5N14,0.05499439
5J1,5N14,0.06801347
5J2,5N14,0.05959596
5K1,5N14,0.02626263
5K10,5N14,0.03232323
5K11,5N14,0.03973064
5K12,5N14,0.015311
5K13,5N14,0.01571268
5K14,5N14,0.02424242
5K15,5N14,0.01683502
5K16,5N14,0.01952862
5K17,5N14,0.01346801
5K18,5N14,0.01885522
5K19,5N14,0.02760943
5K2,5N14,0.03367003
5K20,5N14,0.02177329
5K21,5N14,0.02222222
5K22,5N14,0.02127946
5K23,5N14,0.02558923
5K3,5N14,0.03164983
5K4,5N14,0.02087542
5K5,5N14,0.02659933
5K6,5N14,0.02962963
5K7,5N14,0.03400673
5K8,5N14,0.03097643
5K9,5N14,0.03164983
5L1,5N14,0.03239805
5L2,5N14,0.03834423
5L3,5N14,0.03667338
5M1,5N14,0.02491582
5M2,5N14,0.02962963
5M3,5N14,0.02693603
5M4,5N14,0.03030303
5M5,5N14,0.03299663
5M6,5N14,0.0293771
5M7,5N14,0.03046148
5N1,5N14,0.01010101
5N10,5N14,0.01124579
5N11,5N14,0.01324355
5N12,5N14,0.01054994
5N13,5N14,0.01683502
5E1,5N15,0.04107744
5A1,5N15,0.04175084
5A2,5N15,0.05373737
5A3,5N15,0.05252525
5B1,5N15,0.04242424
5B2,5N15,0.04848485
5B3,5N15,0.05162738
5B4,5N15,0.04261664
5B5,5N15,0.05701459
5B6,5N15,0.05757576
5B7,5N15,0.05552495
5C1,5N15,0.04855951
5D1,5N15,0.04107744
5D2,5N15,0.04781145
5F1,5N15,0.05050505
5G1,5N15,0.04713805
5H1,5N15,0.04713805
5H2,5N15,0.03838384
5I1,5N15,0.05230079
5J1,5N15,0.06801347
5J2,5N15,0.06026936
5K1,5N15,0.02626263
5K10,5N15,0.03299663
5K11,5N15,0.04040404
5K12,5N15,0.01524012
5K13,5N15,0.01705948
5K14,5N15,0.02424242
5K15,5N15,0.01683502
5K16,5N15,0.01952862
5K17,5N15,0.01481481
5K18,5N15,0.01885522
5K19,5N15,0.02760943
5K2,5N15,0.03367003
5K20,5N15,0.02042649
5K21,5N15,0.02312009
5K22,5N15,0.02154882
5K23,5N15,0.02558923
5K3,5N15,0.03164983
5K4,5N15,0.02087542
5K5,5N15,0.02794613
5K6,5N15,0.02962963
5K7,5N15,0.03400673
5K8,5N15,0.03097643
5K9,5N15,0.03232323
5L1,5N15,0.03239805
5L2,5N15,0.03830461
5L3,5N15,0.03667338
5M1,5N15,0.02491582
5M2,5N15,0.02962963
5M3,5N15,0.02693603
5M4,5N15,0.03030303
5M5,5N15,0.03434343
5M6,5N15,0.03005051
5M7,5N15,0.03046148
5N1,5N15,0.01167228
5N10,5N15,0.01286195
5N11,5N15,0.0157875
5N12,5N15,0.0128844
5N13,5N15,0.01616162
5N14,5N15,0.0040404
5E1,5N16,0.04848485
5A1,5N16,0.04713805
5A2,5N16,0.05858586
5A3,5N16,0.05589226
5B1,5N16,0.04646465
5B2,5N16,0.05353535
5B3,5N16,0.05634119
5B4,5N16,0.04752285
5B5,5N16,0.05948373
5B6,5N16,0.06228956
5B7,5N16,0.05889195
5C1,5N16,0.05289309
5D1,5N16,0.04646465
5D2,5N16,0.05353535
5F1,5N16,0.05723906
5G1,5N16,0.05521886
5H1,5N16,0.05252525
5H2,5N16,0.04377104
5I1,5N16,0.06030677
5J1,5N16,0.07340067
5J2,5N16,0.06430976
5K1,5N16,0.03164983
5K10,5N16,0.03905724
5K11,5N16,0.04646465
5K12,5N16,0.02066277
5K13,5N16,0.02177329
5K14,5N16,0.02760943
5K15,5N16,0.02154882
5K16,5N16,0.02289562
5K17,5N16,0.01750842
5K18,5N16,0.02424242
5K19,5N16,0.03434343
5K2,5N16,0.03905724
5K20,5N16,0.02716049
5K21,5N16,0.02648709
5K22,5N16,0.02693603
5K23,5N16,0.03047138
5K3,5N16,0.03636364
5K4,5N16,0.02626263
5K5,5N16,0.03400673
5K6,5N16,0.03569024
5K7,5N16,0.03872054
5K8,5N16,0.03703704
5K9,5N16,0.03703704
5L1,5N16,0.03771044
5L2,5N16,0.04357298
5L3,5N16,0.04186952
5M1,5N16,0.02760943
5M2,5N16,0.03232323
5M3,5N16,0.02962963
5M4,5N16,0.03299663
5M5,5N16,0.03569024
5M6,5N16,0.03240741
5M7,5N16,0.0332343
5N1,5N16,0.01436588
5N10,5N16,0.01683502
5N11,5N16,0.01997755
5N12,5N16,0.01777778
5N13,5N16,0.0223064
5N14,5N16,0.01346801
5N15,5N16,0.01481481
5E1,5N2,0.04228956
5A1,5N2,0.04094276
5A2,5N2,0.05314478
5A3,5N2,0.05333333
5B1,5N2,0.04377104
5B2,5N2,0.05104377
5B3,5N2,0.05203143
5B4,5N2,0.04417508
5B5,5N2,0.05765806
5B6,5N2,0.05851852
5B7,5N2,0.05646771
5C1,5N2,0.04936929
5D1,5N2,0.04008979
5D2,5N2,0.04740741
5F1,5N2,0.05171717
5G1,5N2,0.04781145
5H1,5N2,0.04686869
5H2,5N2,0.03771044
5I1,5N2,0.05454545
5J1,5N2,0.07057239
5J2,5N2,0.06148148
5K1,5N2,0.02599327
5K10,5N2,0.03286195
5K11,5N2,0.03946128
5K12,5N2,0.0162325
5K13,5N2,0.01809203
5K14,5N2,0.02343434
5K15,5N2,0.01737374
5K16,5N2,0.0189899
5K17,5N2,0.01454545
5K18,5N2,0.01804714
5K19,5N2,0.02976431
5K2,5N2,0.03340067
5K20,5N2,0.02285073
5K21,5N2,0.0237486
5K22,5N2,0.02257239
5K23,5N2,0.02760943
5K3,5N2,0.03151515
5K4,5N2,0.02060606
5K5,5N2,0.02835017
5K6,5N2,0.03003367
5K7,5N2,0.03212121
5K8,5N2,0.03111111
5K9,5N2,0.03245791
5L1,5N2,0.03000374
5L2,5N2,0.03592791
5L3,5N2,0.03443658
5M1,5N2,0.02491582
5M2,5N2,0.02962963
5M3,5N2,0.02693603
5M4,5N2,0.03003367
5M5,5N2,0.03353535
5M6,5N2,0.02957912
5M7,5N2,0.02985938
5N1,5N2,0.01144781
5N10,5N2,0.01358923
5N11,5N2,0.01689487
5N12,5N2,0.01459933
5N13,5N2,0.01934343
5N14,5N2,0.00915825
5N15,5N2,0.01050505
5N16,5N2,0.01373737
5E1,5N3,0.04148148
5A1,5N3,0.04040404
5A2,5N3,0.0527138
5A3,5N3,0.05239057
5B1,5N3,0.04323232
5B2,5N3,0.04942761
5B3,5N3,0.0508193
5B4,5N3,0.042405
5B5,5N3,0.05622147
5B6,5N3,0.05690236
5B7,5N3,0.05485155
5C1,5N3,0.04801823
5D1,5N3,0.04
5D2,5N3,0.04700337
5F1,5N3,0.05023569
5G1,5N3,0.04875421
5H1,5N3,0.04606061
5H2,5N3,0.03744108
5I1,5N3,0.05373737
5J1,5N3,0.06868687
5J2,5N3,0.06013468
5K1,5N3,0.02518519
5K10,5N3,0.03205387
5K11,5N3,0.03946128
5K12,5N3,0.01504873
5K13,5N3,0.01674523
5K14,5N3,0.02343434
5K15,5N3,0.0162963
5K16,5N3,0.01872054
5K17,5N3,0.01319865
5K18,5N3,0.01804714
5K19,5N3,0.02828283
5K2,5N3,0.03259259
5K20,5N3,0.02150393
5K21,5N3,0.02249158
5K22,5N3,0.02106397
5K23,5N3,0.02626263
5K3,5N3,0.03057239
5K4,5N3,0.01979798
5K5,5N3,0.02700337
5K6,5N3,0.02868687
