FROM	TO	BAYES_FACTOR	POSTERIOR_PROBABILITY
Cambodia	China	28270.736738991654	1.0
Cambodia	Laos	23.60798198828853	0.8825686034885013
Cambodia	Papua_New_Guinea	20.420371972306693	0.8666814798355739
Cambodia	Singapore	6.94221570659224	0.6884790578824576
Cambodia	Suriname	4.348576017601061	0.580602155316076
Cambodia	Thailand	0.28303833964196634	0.08265748250194423
Cambodia	Vietnam	0.17655848780906094	0.05321630929896678
Cambodia	NA	28270.736738991654	1.0
China	Laos	0.37939947476897395	0.10776580379957783
China	Papua_New_Guinea	0.5288327211041673	0.14409510054438396
China	Singapore	0.5780753704851969	0.15542717475836018
China	Suriname	2.372433770803729	0.43028552383068547
China	Thailand	0.2558847572194811	0.07532496389290079
China	Vietnam	0.2360021952650215	0.06988112431952005
China	NA	0.16879039729440704	0.05099433396289301
Laos	Papua_New_Guinea	0.34553510052184727	0.09910009998889012
Laos	Singapore	0.4264887869773615	0.1195422730807688
Laos	Suriname	0.3165394408834151	0.09154538384623931
Laos	Thailand	0.261608561310836	0.07688034662815242
Laos	Vietnam	0.22314281338490868	0.06632596378180203
Laos	NA	0.23398644071908342	0.06932563048550161
Papua_New_Guinea	Singapore	0.43913853868349734	0.12265303855127208
Papua_New_Guinea	Suriname	0.3807150922748666	0.1080991000999889
Papua_New_Guinea	Thailand	0.27146580171825313	0.07954671703144095
Papua_New_Guinea	Vietnam	0.2453057632161638	0.07243639595600489
Papua_New_Guinea	NA	0.21396045631349012	0.06377069214531719
Singapore	Suriname	0.37370980522708047	0.10632151983112988
Singapore	Thailand	0.2992886464215991	0.08699033440728808
Singapore	Vietnam	0.2689961415281304	0.07888012443061881
Singapore	NA	0.5649124074205633	0.1524275080546606
Suriname	Thailand	0.2558847572194811	0.07532496389290079
Suriname	Vietnam	0.2481474667811974	0.0732140873236307
Suriname	NA	0.22234235281284476	0.06610376624819464
Thailand	Vietnam	0.48180522633092565	0.13298522386401512
Thailand	NA	23.684118159899395	0.8829018997889123
Vietnam	NA	90.79195630464002	0.9665592711920897
