FROM	TO	BAYES_FACTOR	POSTERIOR_PROBABILITY
Australia	Cambodia	0.10412339603347183	0.018109098989001222
Australia	China	0.10933271278101976	0.01899788912343073
Australia	India	0.0924368444885409	0.01610932118653483
Australia	Laos	0.6365239074340655	0.10132207532496389
Australia	Malaysia	0.1230521867524041	0.02133096322630819
Australia	Maldives	0.08079770288902555	0.014109543384068437
Australia	Myanmar	0.054461778677536564	0.00955449394511721
Australia	Papua_New_Guinea	27.567794504304537	0.8300188867903566
Australia	Singapore	0.10737811320776483	0.018664592823019664
Australia	Sri_Lanka	0.11194091249860577	0.019442284190645483
Australia	Thailand	0.0749958207543127	0.01310965448283524
Australia	Vietnam	0.5560224055414376	0.0896567048105766
Australia	NA	0.12370712682402363	0.021442061993111876
Cambodia	China	0.09697596502870676	0.016887012554160648
Cambodia	India	0.0963270796129891	0.01677591378735696
Cambodia	Laos	0.1302647161521625	0.022553049661148763
Cambodia	Malaysia	0.15399597482462188	0.026552605266081546
Cambodia	Maldives	0.1086810320340088	0.01888679035662704
Cambodia	Myanmar	0.0685630581490874	0.011998666814798355
Cambodia	Papua_New_Guinea	0.1586330498186002	0.027330296633707365
Cambodia	Singapore	0.10998454115080722	0.01910898789023442
Cambodia	Sri_Lanka	0.13092129506318043	0.02266414842795245
Cambodia	Thailand	0.0749958207543127	0.01310965448283524
Cambodia	Vietnam	0.49235010195197176	0.08021330963226309
Cambodia	NA	129.50483295246173	0.9582268636818131
China	India	0.055101235906922924	0.009665592711920898
China	Laos	3.6699377145006835	0.39395622708587935
China	Malaysia	0.39171503136727615	0.06488167981335408
China	Maldives	0.07242097849716098	0.012665259415620486
China	Myanmar	50810.93967664403	1.0
China	Papua_New_Guinea	0.3752624691759117	0.062326408176869234
China	Singapore	0.058940994236500475	0.010332185312743028
China	Sri_Lanka	3.398046271310435	0.37573602933007444
China	Thailand	0.513926137335573	0.08343517386957004
China	Vietnam	16933.21611891094	0.999666703699589
China	NA	0.4701885539942469	0.07688034662815242
India	Laos	0.07242097849716098	0.012665259415620486
India	Malaysia	0.08984628159528535	0.015664926119320077
India	Maldives	0.20339451758226346	0.03477391400955449
India	Myanmar	0.05126664317151074	0.008999000111098767
India	Papua_New_Guinea	0.08531842056904482	0.014887234751694256
India	Singapore	0.14144689580867315	0.024441728696811466
India	Sri_Lanka	0.12108825842143782	0.02099766692589712
India	Thailand	1233.783250685117	0.9954449505610488
India	Vietnam	0.06471034007589607	0.011332074213976225
India	NA	0.07886243500563196	0.013776247083657371
Laos	Malaysia	0.49457509351771284	0.08054660593267415
Laos	Maldives	0.08338009642542307	0.01455393845128319
Laos	Myanmar	0.06022206339399184	0.010554382846350406
Laos	Papua_New_Guinea	9.632928531603024	0.6304855016109321
Laos	Singapore	0.07242097849716098	0.012665259415620486
Laos	Sri_Lanka	0.09567834082147565	0.01666481502055327
Laos	Thailand	0.11585764778879024	0.020108876791467615
Laos	Vietnam	50810.93967664403	1.0
Laos	NA	0.5027472151914567	0.08176869236751472
Malaysia	Maldives	0.11063651719353754	0.019220086657038105
Malaysia	Myanmar	0.09438130291231628	0.016442617486945896
Malaysia	Papua_New_Guinea	0.3019740874977939	0.05077213642928564
Malaysia	Singapore	0.09438130291231628	0.016442617486945896
Malaysia	Sri_Lanka	0.1846045307205913	0.031663148539051215
Malaysia	Thailand	0.1230521867524041	0.02133096322630819
Malaysia	Vietnam	21.184638524109573	0.789578935673814
Malaysia	NA	0.35322863663775783	0.0588823464059549
Maldives	Myanmar	0.07113442636698443	0.01244306188201311
Maldives	Papua_New_Guinea	0.10933271278101976	0.01899788912343073
Maldives	Singapore	0.24543502046454935	0.04166203755138318
Maldives	Sri_Lanka	4.2312273705468835	0.42839684479502277
Maldives	Thailand	6.482403362089021	0.5344961670925453
Maldives	Vietnam	0.08855187711646163	0.015442728585712698
Maldives	NA	0.09892350151834092	0.017220308854571716
Myanmar	Papua_New_Guinea	0.0749958207543127	0.01310965448283524
Myanmar	Singapore	0.05062804586098007	0.008887901344295079
Myanmar	Sri_Lanka	7.49203014363608	0.570269970003333
Myanmar	Thailand	0.0743518928181548	0.012998555716031552
Myanmar	Vietnam	2.321819706140212	0.2914120653260749
Myanmar	NA	0.09308485090396283	0.01622041995333852
Papua_New_Guinea	Singapore	0.09567834082147565	0.01666481502055327
Papua_New_Guinea	Sri_Lanka	0.13420642999217025	0.02321964226197089
Papua_New_Guinea	Thailand	0.08984628159528535	0.015664926119320077
Papua_New_Guinea	Vietnam	10.19492149996017	0.6435951560937674
Papua_New_Guinea	NA	0.27012412633688176	0.04566159315631597
Singapore	Sri_Lanka	0.1719227876866967	0.029552271969781135
Singapore	Thailand	228.5321526470657	0.9758915676035996
Singapore	Vietnam	0.053822464888533636	0.00944339517831352
Singapore	NA	0.08855187711646163	0.015442728585712698
Sri_Lanka	Thailand	50810.93967664403	0.9998889012331963
Sri_Lanka	Vietnam	2.3885827768945638	0.29730029996667034
Sri_Lanka	NA	0.20676262450478725	0.035329407843572934
Thailand	Vietnam	2.6037857074561828	0.31563159648927896
Thailand	NA	0.09567834082147565	0.01666481502055327
Vietnam	NA	12.97529472138621	0.6968114653927341
