FROM	TO	BAYES_FACTOR	POSTERIOR_PROBABILITY
Cambodia	China	23756.425177559962	1.0
Cambodia	French_Polynesia	0.23297183438280725	0.0811020997666926
Cambodia	NA	0.2243153293445661	0.07832463059660037
Cambodia	New_Caledonia	0.22293512783764965	0.07788023552938562
Cambodia	Singapore	0.24098216616426557	0.08365737140317743
Cambodia	Thailand	0.22259028529755268	0.07776913676258193
Cambodia	Vietnam	0.09730133569891475	0.035551605377180315
China	French_Polynesia	0.2243153293445661	0.07832463059660037
China	NA	0.22224552583202578	0.07765803799577825
China	New_Caledonia	0.2954268232910997	0.10065548272414176
China	Singapore	0.23297183438280725	0.0811020997666926
China	Thailand	0.22915653361598895	0.07988001333185202
China	Vietnam	23756.425177559962	1.0
French_Polynesia	NA	5.870090891734138	0.6898122430841017
French_Polynesia	New_Caledonia	429.3433932090709	0.9938895678257972
French_Polynesia	Singapore	0.22777166307236202	0.07943561826463726
French_Polynesia	Thailand	0.21811488115075686	0.07632485279413398
French_Polynesia	Vietnam	0.12919626791201388	0.046661482057549164
NA	New_Caledonia	1.7423715256875667	0.39762248639040104
NA	Singapore	0.2267338872994415	0.0791023219642262
NA	Thailand	0.23401413287043057	0.08143539606710365
NA	Vietnam	0.092894589538491	0.033996222641928676
New_Caledonia	Singapore	0.3092695843175776	0.10487723586268193
New_Caledonia	Thailand	0.2716905219833332	0.09332296411509833
New_Caledonia	Vietnam	39.116222827029965	0.9367848016887013
Singapore	Thailand	0.2564314273053602	0.08854571714253971
Singapore	Vietnam	23756.425177559962	1.0
Thailand	Vietnam	1394.9524431061202	0.9981113209643373
