FROM	TO	BAYES_FACTOR	POSTERIOR_PROBABILITY
Australia	Bangladesh	0.23990282432653884	0.04455060548827908
Australia	Bhutan	0.13672402006659862	0.025886012665259417
Australia	China	3.2888579203606816	0.38995667148094654
Australia	India	6.702119452359336	0.5657149205643818
Australia	Indonesia	0.15789223537623556	0.029774469503388513
Australia	Malaysia	0.3212618562750218	0.0587712476391512
Australia	Maldives	0.21869731917005664	0.04077324741695367
Australia	Myanmar	0.17372736214683826	0.03266303744028441
Australia	Pakistan	0.23239940919357527	0.04321742028663482
Australia	Singapore	1.5059037819090009	0.22641928674591713
Australia	Sri_Lanka	0.473122220295386	0.08421286523719587
Australia	Thailand	34.985435409347126	0.8717920231085435
Bangladesh	Bhutan	0.13913468739787668	0.026330407732474168
Bangladesh	China	3.3507467922970195	0.3944006221530941
Bangladesh	India	5.748995174812388	0.5277191423175203
Bangladesh	Indonesia	0.132510640595395	0.025108321297633598
Bangladesh	Malaysia	0.21435219499999114	0.039995556049327856
Bangladesh	Maldives	0.20568303218442888	0.03844017331407621
Bangladesh	Myanmar	0.1810678228229655	0.033996222641928676
Bangladesh	Pakistan	0.22740873864883537	0.04232863015220531
Bangladesh	Singapore	0.19334705262258886	0.036218197978002444
Bangladesh	Sri_Lanka	0.3951574209802943	0.071325408287968
Bangladesh	Thailand	0.14819432185352	0.027996889234529497
Bhutan	China	17.634380314833884	0.7741362070881013
Bhutan	India	0.3911835736231557	0.07065881568714587
Bhutan	Indonesia	0.1301060119391202	0.024663926230418843
Bhutan	Malaysia	0.13913468739787668	0.026330407732474168
Bhutan	Maldives	0.163971497485762	0.030885457171425396
Bhutan	Myanmar	0.14456674280752305	0.027330296633707365
Bhutan	Pakistan	0.15910697374254867	0.02999666703699589
Bhutan	Singapore	2.0932416710681228	0.2891900899900011
Bhutan	Sri_Lanka	0.21994007760887355	0.040995444950561045
Bhutan	Thailand	0.1337137772062143	0.02533051883124097
China	India	2567.664839284765	0.9980002221975336
China	Indonesia	0.3335486052661179	0.06088212420842129
China	Malaysia	0.5596301397807744	0.09810021108765693
China	Maldives	3.3930378067082727	0.3974002888567937
China	Myanmar	53.034069953738616	0.9115653816242639
China	Pakistan	2.121636029195503	0.2919675591600933
China	Singapore	46305.43292486504	1.0
China	Sri_Lanka	0.8266576319849827	0.13842906343739583
China	Thailand	0.6401583898004525	0.11065437173647373
India	Indonesia	0.0860123256759318	0.016442617486945896
India	Malaysia	25.02470953435414	0.8294633929563382
India	Maldives	2.9611269318898943	0.36529274525052774
India	Myanmar	0.3911835736231557	0.07065881568714587
India	Pakistan	4.754605162087938	0.4802799688923453
India	Singapore	1.8494509114299273	0.26441506499277856
India	Sri_Lanka	4.911537776275597	0.48839017886901454
India	Thailand	0.30389624045033126	0.05577158093545161
Indonesia	Malaysia	0.1548578222736149	0.02921897566937007
Indonesia	Maldives	0.12410401613219926	0.023552938562381956
Indonesia	Myanmar	0.1331121403381986	0.025219420064437285
Indonesia	Pakistan	0.16214625581709957	0.030552160871014332
Indonesia	Singapore	161.43976474966723	0.9691145428285746
Indonesia	Sri_Lanka	0.17800683665883527	0.033440728807910235
Indonesia	Thailand	0.15546442704928587	0.029330074436173758
Malaysia	Maldives	0.21869731917005664	0.04077324741695367
Malaysia	Myanmar	0.14577538323836303	0.027552494167314742
Malaysia	Pakistan	0.37995523450378377	0.06877013665148317
Malaysia	Singapore	34.57242871797034	0.8704588379068993
Malaysia	Sri_Lanka	0.659737303726152	0.11365403844017331
Malaysia	Thailand	0.2001247934708401	0.037440284412843014
Maldives	Myanmar	0.20568303218442888	0.03844017331407621
Maldives	Pakistan	1.5569168716177784	0.23230752138651262
Maldives	Singapore	0.23552328947239323	0.04377291412065326
Maldives	Sri_Lanka	0.3103150699275536	0.056882568603488504
Maldives	Thailand	0.13070696364961265	0.02477502499722253
Myanmar	Pakistan	0.1664071068906247	0.031329852238640155
Myanmar	Singapore	0.10856255781214337	0.020664370625486057
Myanmar	Sri_Lanka	0.26001468586562465	0.04810576602599711
Myanmar	Thailand	0.14154755625183174	0.026774802799688923
Pakistan	Singapore	2.606973653676874	0.336295967114765
Pakistan	Sri_Lanka	0.4513963652696591	0.08065770469947783
Pakistan	Thailand	0.1688449520815159	0.0317742473058549
Singapore	Sri_Lanka	0.4017931923585959	0.07243639595600489
Singapore	Thailand	0.9500529729109551	0.15587156982557493
Sri_Lanka	Thailand	0.1847456563542717	0.034662815242750805
