FROM	TO	BAYES_FACTOR	POSTERIOR_PROBABILITY
El_Salvador	Jamaica	0.5302409651097575	0.057771358737918006
El_Salvador	Mexico	1.1741673430242996	0.1195422730807688
El_Salvador	Pakistan	0.1326713551592338	0.015109432285301634
El_Salvador	Puerto_Rico	0.9631460222621167	0.100211087656927
El_Salvador	Reunion	0.2940626945231239	0.03288523497389179
El_Salvador	Singapore	0.24909162223466305	0.027996889234529497
El_Salvador	Suriname	0.6630843056879007	0.07121430952116431
El_Salvador	Trinidad_and_Tobago	0.891297798526021	0.09343406288190201
El_Salvador	USA	0.2674340939833926	0.02999666703699589
French_Guiana	French_Polynesia	2.8651943044994224	0.2488612376402622
French_Guiana	Grenada	0.612131286016406	0.06610376624819464
French_Guiana	India	0.10010639456249305	0.011443172980779914
French_Guiana	Jamaica	0.17247055088622143	0.019553382957449173
French_Guiana	Mexico	0.158499857986356	0.017998000222197535
French_Guiana	Pakistan	0.10699391319669499	0.012220864348405733
French_Guiana	Puerto_Rico	13.541507391156214	0.6102655260526608
French_Guiana	Reunion	0.15451635643254222	0.01755360515498278
French_Guiana	Singapore	0.15053645700514764	0.017109210087768025
French_Guiana	Suriname	0.23487735205997531	0.02644150649927786
French_Guiana	Trinidad_and_Tobago	0.19250575077944942	0.02177535829352294
French_Guiana	USA	1.4245519352073932	0.14142873014109544
French_Polynesia	Grenada	0.6486277863278935	0.06977002555271636
French_Polynesia	India	0.09224820224569998	0.010554382846350406
French_Polynesia	Jamaica	0.1694731006982988	0.019220086657038105
French_Polynesia	Mexico	0.16847440330303257	0.01910898789023442
French_Polynesia	Pakistan	0.12376598238310133	0.014109543384068437
French_Polynesia	Puerto_Rico	15.915206314512595	0.6479280079991112
French_Polynesia	Reunion	0.15352104406726177	0.01744250638817909
French_Polynesia	Singapore	0.16049296108924016	0.018220197755804912
French_Polynesia	Suriname	0.23285044879604663	0.02621930896567048
French_Polynesia	Trinidad_and_Tobago	0.19350990025160833	0.02188645706032663
French_Polynesia	USA	1.8172714377378167	0.1736473725141651
Grenada	India	2.860087908650839	0.24852794133985112
Grenada	Jamaica	10.949376578650094	0.5587156982557494
Grenada	Mexico	76.61033507409064	0.8985668259082324
Grenada	Pakistan	0.421166835894314	0.04643928452394178
Grenada	Puerto_Rico	22.513256362011397	0.7224752805243861
Grenada	Reunion	1.113810246998283	0.11409843350738806
Grenada	Singapore	0.9750278027348197	0.10132207532496389
Grenada	Suriname	17.411861258611967	0.6681479835573825
Grenada	Trinidad_and_Tobago	1015.5741296553738	0.9915564937229197
Grenada	USA	0.4508497587539339	0.04955004999444506
India	Jamaica	0.23082447031973696	0.025997111432063104
India	Mexico	0.2025575210499291	0.022886345961559827
India	Pakistan	189.42038052860184	0.9563381846461504
India	Puerto_Rico	0.13168097645888793	0.014998333518497945
India	Reunion	4.443276160013141	0.3394067325852683
India	Singapore	10.388629176999657	0.5457171425397178
India	Suriname	0.23487735205997531	0.02644150649927786
India	Trinidad_and_Tobago	0.6552944439029638	0.0704366181535385
India	USA	0.089305018587258	0.01022108654593934
Jamaica	Mexico	0.2015513155334264	0.022775247194756137
Jamaica	Pakistan	0.12871118036736703	0.014665037218086879
Jamaica	Puerto_Rico	0.22576356592368865	0.025441617598044662
Jamaica	Reunion	0.2653923075878605	0.029774469503388513
Jamaica	Singapore	0.21666846195918807	0.024441728696811466
Jamaica	Suriname	0.5475891369556494	0.059548939006777026
Jamaica	Trinidad_and_Tobago	0.36446469116210456	0.040439951116542604
Jamaica	USA	0.15949629678021135	0.018109098989001222
Mexico	Pakistan	0.10108966224785552	0.011554271747583602
Mexico	Puerto_Rico	0.787232445791838	0.08343517386957004
Mexico	Reunion	0.21364090230615984	0.0241084323964004
Mexico	Singapore	0.1694731006982988	0.019220086657038105
Mexico	Suriname	0.3540420117434975	0.03932896344850572
Mexico	Trinidad_and_Tobago	0.36864052384750684	0.04088434618375736
Mexico	USA	0.158499857986356	0.017998000222197535
Pakistan	Puerto_Rico	0.10207315099160051	0.011665370514387291
Pakistan	Reunion	1.376556392247876	0.13731807576935895
Pakistan	Singapore	1.909532979388426	0.18086879235640485
Pakistan	Suriname	0.1306908211438359	0.014887234751694256
Pakistan	Trinidad_and_Tobago	0.18949467041402474	0.021442061993111876
Pakistan	USA	0.10404079195249524	0.011887568047994667
Puerto_Rico	Reunion	0.20859956250389927	0.023552938562381956
Puerto_Rico	Singapore	0.16647768705223187	0.01888679035662704
Puerto_Rico	Suriname	0.6575187883491108	0.07065881568714587
Puerto_Rico	Trinidad_and_Tobago	0.30228814136376364	0.033774025108321296
Puerto_Rico	USA	18.398841013031156	0.6802577491389845
Reunion	Singapore	2.607162323799009	0.23164092878569048
Reunion	Suriname	0.3033173863434637	0.03388512387512499
Reunion	Trinidad_and_Tobago	0.44234911555798734	0.04866125986001556
Reunion	USA	0.14954204440805083	0.016998111320964338
Singapore	Suriname	0.2470582276913327	0.02777469170092212
Singapore	Trinidad_and_Tobago	0.36759620293877915	0.04077324741695367
Singapore	USA	0.15352104406726177	0.01744250638817909
Suriname	Trinidad_and_Tobago	0.6519599203739277	0.07010332185312743
Suriname	USA	0.21162367783440625	0.023886234862793024
Trinidad_and_Tobago	USA	0.19150182936758403	0.021664259526719253
