FROM	TO	BAYES_FACTOR	POSTERIOR_PROBABILITY
Angola	Aruba	0.45191345713607806	0.04966114876124875
Angola	Bahamas	0.5215914024595352	0.056882568603488504
Angola	Brazil	0.5432459486977379	0.05910454393956227
Angola	Colombia	0.6619706696984502	0.07110321075436063
Angola	Costa_Rica	0.44447278693228137	0.04888345739362293
Angola	El_Salvador	0.7575905022387472	0.08054660593267415
Angola	French_Guiana	0.23893393548464362	0.026885901566492613
Angola	French_Polynesia	0.22879941599828021	0.025774913898455726
Angola	Grenada	9.07530800671973	0.5120542161982002
Angola	India	0.19853407123828806	0.022441950894345072
Angola	Jamaica	0.6033267626143393	0.06521497611376514
Angola	Mexico	0.4476601551219424	0.049216753694034
Angola	Pakistan	0.1326713551592338	0.015109432285301634
Angola	Puerto_Rico	0.4989636739406273	0.05454949450061104
Angola	Reunion	0.29200869454686784	0.03266303744028441
Angola	Singapore	0.25621583005557297	0.028774580602155316
Angola	Suriname	0.9170860914744033	0.09587823575158316
Angola	Trinidad_and_Tobago	0.9702715669731284	0.10087768025774914
Angola	USA	0.21364090230615984	0.0241084323964004
Aruba	Bahamas	0.2664130838716094	0.0298855682701922
Aruba	Brazil	0.361335354046386	0.04010665481613154
Aruba	Colombia	0.7270049727894703	0.07754693922897456
Aruba	Costa_Rica	0.847080390374756	0.08921230974336185
Aruba	El_Salvador	0.553023897794339	0.06010443284079547
Aruba	French_Guiana	1.3843083571358943	0.13798466837018108
Aruba	French_Polynesia	1.25287482119058	0.12654149538940118
Aruba	Grenada	3.6297157293072266	0.29563381846461506
Aruba	India	0.14457335117043904	0.016442617486945896
Aruba	Jamaica	0.2715204743184863	0.030441062104210645
Aruba	Mexico	0.34987968682667825	0.038884568381290965
Aruba	Pakistan	0.12277761143273618	0.013998444617264749
Aruba	Puerto_Rico	19.93841663489912	0.6974780579935562
Aruba	Reunion	0.21868798460734082	0.024663926230418843
Aruba	Singapore	0.18748842276986552	0.0212198644595045
Aruba	Suriname	0.4925191061557179	0.053882901899788914
Aruba	Trinidad_and_Tobago	0.4914458943078533	0.05377180313298523
Aruba	USA	0.8714655240964296	0.09154538384623931
Bahamas	Brazil	0.2889294632391798	0.032329741139873344
Bahamas	Colombia	0.3198175588567372	0.035662704143984
Bahamas	Costa_Rica	0.2450257623811993	0.027552494167314742
Bahamas	El_Salvador	0.4925191061557179	0.053882901899788914
Bahamas	French_Guiana	0.19049813593832604	0.021553160759915566
Bahamas	French_Polynesia	0.17947253288564935	0.020331074325074992
Bahamas	Grenada	11.138675334539464	0.5629374513942895
Bahamas	India	0.19652371780723574	0.022219753360737695
Bahamas	Jamaica	17.49939867030401	0.6692589712254194
Bahamas	Mexico	0.18648564049488228	0.02110876569270081
Bahamas	Pakistan	0.14060243571225775	0.01599822241973114
Bahamas	Puerto_Rico	0.21565904557749066	0.02433062993000778
Bahamas	Reunion	0.2797044831969595	0.031329852238640155
Bahamas	Singapore	0.24807480876902396	0.027885790467725807
Bahamas	Suriname	0.47323977459387867	0.05188312409732252
Bahamas	Trinidad_and_Tobago	0.36864052384750684	0.04088434618375736
Bahamas	USA	0.14755389339188912	0.01677591378735696
Brazil	Colombia	1.085734438779022	0.11154316187090323
Brazil	Costa_Rica	0.30537658661685935	0.03410732140873236
Brazil	El_Salvador	0.5334887595779871	0.058104655038329074
Brazil	French_Guiana	0.12673243222567504	0.014442839684479502
Brazil	French_Polynesia	0.17747083249222692	0.020108876791467615
Brazil	Grenada	22.588283527093548	0.7231418731252083
Brazil	India	4.502993200691845	0.3424063992889679
Brazil	Jamaica	0.3218843585250856	0.035884901677591376
Brazil	Mexico	0.3801440420550578	0.042106432618597936
Brazil	Pakistan	0.6308966546298409	0.06799244528385735
Brazil	Puerto_Rico	0.24299422566743833	0.027330296633707365
Brazil	Reunion	2.9199458361105712	0.25241639817798023
Brazil	Singapore	1.8539818719844408	0.176535940451061
Brazil	Suriname	0.5075705804342034	0.05543828463504055
Brazil	Trinidad_and_Tobago	0.9869389971955728	0.10243306299300078
Brazil	USA	0.16647768705223187	0.01888679035662704
Colombia	Costa_Rica	0.3136228705576599	0.03499611154316187
Colombia	El_Salvador	0.5726423415041509	0.06210421064326186
Colombia	French_Guiana	0.2025575210499291	0.022886345961559827
Colombia	French_Polynesia	0.18548308581460513	0.02099766692589712
Colombia	Grenada	19.69898175316163	0.6949227863570714
Colombia	India	0.3550831947430176	0.03944006221530941
Colombia	Jamaica	0.31259125445628255	0.03488501277635818
Colombia	Mexico	0.46256413557620396	0.05077213642928564
Colombia	Pakistan	0.1415948282865373	0.01610932118653483
Colombia	Puerto_Rico	0.3707298916440438	0.04110654371736474
Colombia	Reunion	0.3280904774554126	0.03655149427841351
Colombia	Singapore	0.30228814136376364	0.033774025108321296
Colombia	Suriname	0.4850119118394159	0.05310521053216309
Colombia	Trinidad_and_Tobago	1.389482997785407	0.13842906343739583
Colombia	USA	0.18949467041402474	0.021442061993111876
Costa_Rica	El_Salvador	0.5693667931760473	0.06177091434285079
Costa_Rica	French_Guiana	0.5606433643386799	0.06088212420842129
Costa_Rica	French_Polynesia	0.5934416650621017	0.06421508721253194
Costa_Rica	Grenada	2.8075858428033764	0.2450838795689368
Costa_Rica	India	0.14258744500369078	0.01622041995333852
Costa_Rica	Jamaica	0.27561060233702395	0.030885457171425396
Costa_Rica	Mexico	0.6386456954312201	0.06877013665148317
Costa_Rica	Pakistan	0.11783909577195908	0.013442950783246307
Costa_Rica	Puerto_Rico	17.22132701994935	0.6657038106877013
Costa_Rica	Reunion	0.20960737153492015	0.023664037329185646
Costa_Rica	Singapore	0.19451427786178202	0.021997555827130318
Costa_Rica	Suriname	0.4000830441053992	0.044217309187868016
Costa_Rica	Trinidad_and_Tobago	0.26233138090183883	0.02944117320297745
Costa_Rica	USA	0.5682754608299327	0.061659815576047106
El_Salvador	French_Guiana	0.2899556379624944	0.03244083990667704
El_Salvador	French_Polynesia	0.2858523523708177	0.03199644483946228
El_Salvador	Grenada	5.756282429493034	0.39962226419286745
El_Salvador	India	0.21162367783440625	0.023886234862793024
