FROM	TO	BAYES_FACTOR	POSTERIOR_PROBABILITY
Cook_Islands	Easter_Island	0.5512099504928858	0.09676702588601266
Cook_Islands	Fiji	0.8865457983793101	0.14698366848127986
Cook_Islands	French_Polynesia	24.165444285195726	0.8244639484501722
Cook_Islands	Indonesia	0.4439668589761077	0.07943561826463726
Cook_Islands	Kiribati	0.2112528425261514	0.03944006221530941
Cook_Islands	Malaysia	0.3000521880036195	0.055104988334629484
Cook_Islands	New_Caledonia	1.4519003264351626	0.22008665703810687
Cook_Islands	Niue	0.20321127741600387	0.03799577824686146
Cook_Islands	Tonga	1.1173694730275137	0.1784246194867237
Cook_Islands	USA.Hawaii	0.4724407343270382	0.08410176647039218
Cook_Islands	Vanuatu	0.2075383481119421	0.03877346961448728
Cook_Islands	Wallis_and_Futuna	0.21869731917005664	0.04077324741695367
Easter_Island	Fiji	0.2587532943163529	0.047883568492389735
Easter_Island	French_Polynesia	1.8179015248074937	0.26108210198866794
Easter_Island	Indonesia	1.8962439715826593	0.26930341073214087
Easter_Island	Kiribati	0.22242732294052514	0.0414398400177758
Easter_Island	Malaysia	0.9213100283570794	0.15187201422064214
Easter_Island	New_Caledonia	0.6992954072029883	0.11965337184757249
Easter_Island	Niue	0.19580969598800751	0.0366625930452172
Easter_Island	Tonga	0.284730062669065	0.05243861793134096
Easter_Island	USA.Hawaii	4.584064916769066	0.4711698700144428
Easter_Island	Vanuatu	0.20630132790143238	0.038551272080879904
Easter_Island	Wallis_and_Futuna	0.20815707270457598	0.038884568381290965
Fiji	French_Polynesia	2.060580957914066	0.28596822575269415
Fiji	Indonesia	0.2211834120655068	0.041217642484168426
Fiji	Kiribati	29.440895118278785	0.8512387512498611
Fiji	Malaysia	0.2013589594593496	0.037662481946450395
Fiji	New_Caledonia	384.019472678547	0.9867792467503611
Fiji	Niue	132.27506457669006	0.962559715587157
Fiji	Tonga	0.5589275066680087	0.09798911232085324
Fiji	USA.Hawaii	0.24240861815021975	0.04499500055549383
Fiji	Vanuatu	0.20815707270457598	0.038884568381290965
Fiji	Wallis_and_Futuna	0.2280320658145637	0.042439728919009
French_Polynesia	Indonesia	0.8459710399240146	0.14120653260748806
French_Polynesia	Kiribati	0.11333477142456605	0.021553160759915566
French_Polynesia	Malaysia	0.32061671170296485	0.058660148872347516
French_Polynesia	New_Caledonia	51.33126649842641	0.9088990112209755
French_Polynesia	Niue	0.1032041607195343	0.01966448172425286
French_Polynesia	Tonga	5.266502700513267	0.5058326852571936
French_Polynesia	USA.Hawaii	17.929480035241234	0.7770247750249972
French_Polynesia	Vanuatu	0.10677521011632488	0.020331074325074992
French_Polynesia	Wallis_and_Futuna	0.13672402006659862	0.025886012665259417
Indonesia	Kiribati	0.1841323314107599	0.03455171647594712
Indonesia	Malaysia	13.50601028345294	0.7241417620264415
Indonesia	New_Caledonia	0.26127666643733355	0.04832796355960449
Indonesia	Niue	0.1939625005307496	0.03632929674480613
Indonesia	Tonga	0.29365747245368723	0.0539940006665926
Indonesia	USA.Hawaii	5.236161933769804	0.5043884012887457
Indonesia	Vanuatu	0.23052682155157042	0.04288412398622375
Indonesia	Wallis_and_Futuna	0.24366238978645754	0.04521719808910121
Kiribati	Malaysia	0.19211658237817578	0.03599600044439507
Kiribati	New_Caledonia	0.9260816786961887	0.15253860682146428
Kiribati	Niue	0.2962135554405124	0.054438395733807356
Kiribati	Tonga	0.2019762561990128	0.03777358071325408
Kiribati	USA.Hawaii	0.16275453024215183	0.03066325963781802
Kiribati	Vanuatu	0.17923080882241824	0.03366292634151761
Kiribati	Wallis_and_Futuna	0.18290610489576342	0.03432951894233974
Malaysia	New_Caledonia	0.19519382216435072	0.03655149427841351
Malaysia	Niue	0.2019762561990128	0.03777358071325408
Malaysia	Tonga	0.24994001151589618	0.046328185757138096
Malaysia	USA.Hawaii	1.6894527787262663	0.24719475613820688
Malaysia	Vanuatu	0.20815707270457598	0.038884568381290965
Malaysia	Wallis_and_Futuna	0.20259369550143344	0.03788467948005777
New_Caledonia	Niue	0.24052905422851473	0.04466170425508277
New_Caledonia	Tonga	1.9730856158000878	0.27719142317520273
New_Caledonia	USA.Hawaii	0.7311830827427125	0.1244306188201311
New_Caledonia	Vanuatu	252.13594063599064	0.980002221975336
New_Caledonia	Wallis_and_Futuna	107.80758109961637	0.9544495056104877
Niue	Tonga	0.19150155994384274	0.035884901677591376
Niue	USA.Hawaii	0.1749493668487132	0.03288523497389179
Niue	Vanuatu	0.20630132790143238	0.038551272080879904
Niue	Wallis_and_Futuna	0.20259369550143344	0.03788467948005777
Tonga	USA.Hawaii	0.2713937654206337	0.0501055438284635
Tonga	Vanuatu	0.22367181063486885	0.04166203755138318
Tonga	Wallis_and_Futuna	0.2292791541674889	0.04266192645261638
USA.Hawaii	Vanuatu	0.18658647851376445	0.03499611154316187
USA.Hawaii	Wallis_and_Futuna	0.20506487932687942	0.038329074547272524
Vanuatu	Wallis_and_Futuna	0.3026142867170731	0.05554938340184424
