FROM	TO	BAYES_FACTOR	POSTERIOR_PROBABILITY
Comoros	India	1.1734534401048475	0.2719697811354294
Comoros	Malaysia	0.3693456349064612	0.10521053216309299
Comoros	Nepal	0.3502713327750871	0.1003221864237307
Comoros	Pakistan	0.3772089617987347	0.10721030996555939
Comoros	Saudi_Arabia	0.44822913538194387	0.12487501388734586
Comoros	Singapore	14.172878022244452	0.8185757138095767
Comoros	Thailand	1.1629443302589544	0.27019220086657036
Comoros	NA	0.39702226263416523	0.11220975447172536
India	Malaysia	7.691710451210178	0.7100322186423731
India	Nepal	3.713080467053125	0.541717586934785
India	Pakistan	3.222497763181693	0.5063881790912121
India	Saudi_Arabia	2.2576762159332757	0.41817575824908343
India	Singapore	1.160325046947676	0.26974780579935564
India	Thailand	128.36521601489582	0.9761137651372069
India	NA	12.166808075003393	0.7948005777135874
Malaysia	Nepal	0.3550204495478733	0.10154427285857127
Malaysia	Pakistan	0.5089332789316449	0.13942895233862904
Malaysia	Saudi_Arabia	0.6331866755051961	0.1677591378735696
Malaysia	Singapore	0.37414681912441056	0.10643261859793356
Malaysia	Thailand	1.317002855548405	0.29541162093100765
Malaysia	NA	0.36978156420062563	0.10532163092989667
Nepal	Pakistan	0.4697748364036467	0.13009665592711922
Nepal	Saudi_Arabia	0.5571560063669696	0.15064992778580158
Nepal	Singapore	0.3576163263605555	0.1022108654593934
Nepal	Thailand	3.1699404959574276	0.5022775247194756
Nepal	NA	0.29218625571168283	0.08510165537162538
Pakistan	Saudi_Arabia	0.5542557196248182	0.14998333518497944
Pakistan	Singapore	0.37370980522708047	0.10632151983112988
Pakistan	Thailand	1.0813097070122641	0.2560826574825019
Pakistan	NA	0.50375712980837	0.13820686590378847
Saudi_Arabia	Singapore	0.40723548431759615	0.1147650261082102
Saudi_Arabia	Thailand	0.9025538728172532	0.22319742250861016
Saudi_Arabia	NA	0.565884245726167	0.15264970558826796
Singapore	Thailand	1.1022225973581132	0.25974891678702366
Singapore	NA	0.40323199226571516	0.11376513720697701
Thailand	NA	0.7171418996291432	0.1858682368625708
