FROM	TO	BAYES_FACTOR	POSTERIOR_PROBABILITY
Australia	China	0.22782986991338852	0.12231974225086102
Australia	East_Timor	0.3539483718495801	0.17798022441950895
Australia	Indonesia	14712.719119744876	1.0
Australia	Myanmar	0.40579619446136156	0.19886679257860237
Australia	Singapore	0.28593661431582124	0.14887234751694256
China	East_Timor	0.2425631869845803	0.1292078657926897
China	Indonesia	97.78656333868187	0.9835573825130541
China	Myanmar	0.2361185126797073	0.12620819908899011
China	Singapore	0.2380234281248294	0.1270969892234196
East_Timor	Indonesia	5.099511493526494	0.7572491945339407
East_Timor	Myanmar	0.3384804482125674	0.171536495944895
East_Timor	Singapore	0.8082808039295266	0.33085212754138427
Indonesia	Myanmar	9.580462170709518	0.8542384179535607
Indonesia	Singapore	7355.542186588007	0.9997778024663926
Myanmar	Singapore	0.3872891417776643	0.19153427396955894
