"","Label","Route","FROM","TO","BF","POSTERIOR","Subgenotype","BFlevel","FROM_lat","FROM_long","TO_lat","TO_long","Rate.mean","Rate.median"
"145","Mexico.Nicaragua%%%5N","Mexico.Nicaragua","Mexico","Nicaragua",10.656309822575,0.720031107654705,"5N","L2",19.4333333333333,260.866666666667,12.1,273.766666666667,"1.0326",658
"146","Mexico.USA%%%5N","Mexico.USA","Mexico","USA",6.66993529942441,0.616820353294078,"5N","L1",19.4333333333333,260.866666666667,29.306,278.306,"1.1951",662
"147","Nicaragua.Venezuela%%%5N","Nicaragua.Venezuela","Nicaragua","Venezuela",6.8646278608038,0.623597378069103,"5N","L1",12.1,273.766666666667,10.5,293.083333333333,"0.9319",656
"148","USA.Venezuela%%%5N","USA.Venezuela","USA","Venezuela",7.35327387950388,0.639595600488835,"5N","L1",29.306,278.306,10.5,293.083333333333,"0.9786",657
"149","Angola.USA%%%5O","Angola.USA","Angola","USA",71.0684603937446,0.957671369847795,"5O","L3",-8.83333333333333,13.3333333333333,29.306,278.306,"0.7954",667
"150","Belize.Nicaragua%%%5O","Belize.Nicaragua","Belize","Nicaragua",654.390851958471,0.995222753027441,"5O","L4",17.25,271.233333333333,12.1,273.766666666667,"0.8937",677
"151","Costa_Rica.Honduras%%%5O","Costa_Rica.Honduras","Costa_Rica","Honduras",178.101614285203,0.982668592378625,"5O","L4",9.93333333333333,275.916666666667,14.1,272.783333333333,"1.2612",679
"152","Costa_Rica.Nicaragua%%%5O","Costa_Rica.Nicaragua","Costa_Rica","Nicaragua",28270.7367389917,1,"5O","L5",9.93333333333333,275.916666666667,12.1,273.766666666667,"2.0979",681
"153","Costa_Rica.Saint_Barthelemy%%%5O","Costa_Rica.Saint_Barthelemy","Costa_Rica","Saint_Barthelemy",14.6747351524834,0.823686257082546,"5O","L2",9.93333333333333,275.916666666667,17.9,297.166666666667,"0.7854",665
"154","Costa_Rica.USA%%%5O","Costa_Rica.USA","Costa_Rica","USA",212.689936280662,0.985446061548717,"5O","L4",9.93333333333333,275.916666666667,29.306,278.306,"1.3679",680
"155","El_Salvador.Nicaragua%%%5O","El_Salvador.Nicaragua","El_Salvador","Nicaragua",50.7138126137005,0.941673147428064,"5O","L3",13.6666666666666,270.833333333333,12.1,273.766666666667,"0.6359",664
"156","Mexico.Nicaragua%%%5O","Mexico.Nicaragua","Mexico","Nicaragua",28270.7367389917,1,"5O","L5",19.4333333333333,260.866666666667,12.1,273.766666666667,"1.0303",678
"157","Mexico.USA%%%5O","Mexico.USA","Mexico","USA",5651.63439342266,0.999444506165982,"5O","L4",19.4333333333333,260.866666666667,29.306,278.306,"0.7915",420
"158","Argentina.Brazil%%%5P","Argentina.Brazil","Argentina","Brazil",18.006060530846,0.851460948783468,"5P","L2",-34.6,301.616666666667,-15.7833333333333,312.133333333333,"1.0278",692
"159","Barbados.Brazil%%%5P","Barbados.Brazil","Barbados","Brazil",17.5874565392405,0.848461282079769,"5P","L2",13.1,300.383333333333,-15.7833333333333,312.133333333333,"1.0395",693
"160","Brazil.Guyana%%%5P","Brazil.Guyana","Brazil","Guyana",28.1006610974728,0.899455616042662,"5P","L2",-15.7833333333333,312.133333333333,6.76666666666666,301.833333333333,"1.0688",695
"161","Brazil.Venezuela%%%5P","Brazil.Venezuela","Brazil","Venezuela",291.37836882033,0.989334518386846,"5P","L4",-15.7833333333333,312.133333333333,10.5,293.083333333333,"1.0435",694
"162","Colombia.Ecuador%%%5P","Colombia.Ecuador","Colombia","Ecuador",132.140519622146,0.976780357738029,"5P","L4",4.58333333333333,285.933333333333,-0.15,281.65,"0.8722",690
"163","Colombia.Venezuela%%%5P","Colombia.Venezuela","Colombia","Venezuela",28270.7367389917,1,"5P","L5",4.58333333333333,285.933333333333,10.5,293.083333333333,"1.6713",697
"164","Mexico.USA%%%5P","Mexico.USA","Mexico","USA",25.8576561899928,0.891678702366404,"5P","L2",19.4333333333333,260.866666666667,29.306,278.306,"1.1213",696
"165","Argentina.Venezuela%%%5Q","Argentina.Venezuela","Argentina","Venezuela",221.254663631918,0.986001555382735,"5Q","L4",-34.6,301.616666666667,10.5,293.083333333333,"0.7665",147
"166","China.Jamaica%%%5Q","China.Jamaica","China","Jamaica",13.2494609026048,0.808354627263637,"5Q","L2",23.13,113.939,17.9833333333333,283.2,"1.1691",716
"167","Haiti.Puerto_Rico%%%5Q","Haiti.Puerto_Rico","Haiti","Puerto_Rico",4709.17179569023,0.999333407399178,"5Q","L4",19,284.583333333333,18.45,293.9,"1.423",717
"168","Puerto_Rico.USA%%%5Q","Puerto_Rico.USA","Puerto_Rico","USA",28270.7367389917,0.999888901233196,"5Q","L5",18.45,293.9,29.306,278.306,"2.0575",718
"169","Puerto_Rico.Venezuela%%%5Q","Puerto_Rico.Venezuela","Puerto_Rico","Venezuela",6.86017877713182,0.685923786245973,"5Q","L1",18.45,293.9,10.5,293.083333333333,"0.6701",698
"170","Argentina.Brazil%%%5R","Argentina.Brazil","Argentina","Brazil",5621.67559534117,1,"5R","L4",-34.6,301.616666666667,-15.7833333333333,312.133333333333,"1.6778",723
"171","Argentina.Paraguay%%%5R","Argentina.Paraguay","Argentina","Paraguay",53.4359484741015,0.988445728252416,"5R","L3",-34.6,301.616666666667,-25.2666666666666,302.333333333333,"0.8656",90
"172","Brazil.China%%%5R","Brazil.China","Brazil","China",11.4403913224237,0.948227974669481,"5R","L2",-15.7833333333333,312.133333333333,23.13,113.939,"0.8824",722
