FROM	TO	BAYES_FACTOR	POSTERIOR_PROBABILITY
Australia	China	0.2889948488373391	0.11909787801355405
Australia	Indonesia	0.13857453303299672	0.06088212420842129
Australia	Papua_New_Guinea	0.2954385992763998	0.12143095211643151
Australia	Singapore	0.26685827566835324	0.11098766803688478
Australia	Thailand	1477.8605142080776	0.998555716031552
Australia	NA	0.2828895970869432	0.11687590267748028
China	Indonesia	39.4174834297938	0.9485612709698923
China	Papua_New_Guinea	0.3569490791718509	0.14309521164315075
China	Singapore	0.33578490491514207	0.13576269303410732
China	Thailand	0.31591506189688423	0.12876347072547495
China	NA	0.355010107902104	0.14242861904232862
Indonesia	Papua_New_Guinea	14.491654132411744	0.8714587268081324
Indonesia	Singapore	16.273921556601376	0.8839017886901456
Indonesia	Thailand	19237.83713421434	1.0
Indonesia	NA	29.822553357381768	0.9331185423841796
Papua_New_Guinea	Singapore	0.36929963141473254	0.14731696478169093
Papua_New_Guinea	Thailand	0.41486034797559734	0.16253749583379626
Papua_New_Guinea	NA	0.3722426960921328	0.14831685368292413
Singapore	Thailand	0.47694476263963154	0.18242417509165648
Singapore	NA	0.3367391187902472	0.13609598933451839
Thailand	NA	0.333243929068965	0.13487390289967782
